agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,candidate_id,representation,log_path,aig_path,status,old_adp,structure_family,shared_nodes_or_terms,outputs_covered,expected_benefit,observed_qor,hypothesis,output_grouping,run_id,family,evidence_path,equivalent,sharing_strategy,observed_structure,outcome,families_attempted,candidate_count,equivalent_count,best_candidate,best_adp,current_frontend_adp,reference_adp,verilog_path,evaluate_log_path
unknown-cell-agent,unknown,ex285,ex285_uc_sorted_inner_2_3_8_9,"frontend_hybrid:base=decision_tree_current;donor=sorted_position_descriptor;donor_bits=2,3,8,9;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex285_uc_sorted_inner_2_3_8_9,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_sorted_inner_2_3_8_9.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/aigs/ex285_uc_sorted_inner_2_3_8_9.aig,,,,,,,,,,,shared_state_sorted_position_descriptor_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/verilog/ex285_uc_sorted_inner_2_3_8_9.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_sorted_inner_2_3_8_9.evaluate.py.log
unknown-cell-agent,unknown,ex285,ex285_uc_loww2_gap_3_4_7_8,"frontend_hybrid:base=decision_tree_current;donor=loww2_position_decoder;donor_bits=3,4,7,8;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex285_uc_loww2_gap_3_4_7_8,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_loww2_gap_3_4_7_8.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/aigs/ex285_uc_loww2_gap_3_4_7_8.aig,,,,,,,,,,,hamming_weight_preserving_loww2_normalizer_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/verilog/ex285_uc_loww2_gap_3_4_7_8.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_loww2_gap_3_4_7_8.evaluate.py.log
unknown-cell-agent,unknown,ex285,ex285_uc_boundary_alt_0_2_9_11,"frontend_hybrid:base=decision_tree_current;donor=route_decode_helper_boundary;donor_bits=0,2,9,11;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex285_uc_boundary_alt_0_2_9_11,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_boundary_alt_0_2_9_11.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/aigs/ex285_uc_boundary_alt_0_2_9_11.aig,,,,,,,,,,,split_decision_graph_route_boundary_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/verilog/ex285_uc_boundary_alt_0_2_9_11.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_boundary_alt_0_2_9_11.evaluate.py.log
unknown-cell-agent,unknown,ex288,ex288_uc_loww2_band_5_6_7_8_9,"frontend_hybrid:base=keybdd_current;donor=loww2_position_decoder;donor_bits=5,6,7,8,9;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex288_uc_loww2_band_5_6_7_8_9,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_loww2_band_5_6_7_8_9.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/aigs/ex288_uc_loww2_band_5_6_7_8_9.aig,,,,,,,,,,,hamming_weight_preserving_loww2_normalizer_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/verilog/ex288_uc_loww2_band_5_6_7_8_9.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_loww2_band_5_6_7_8_9.evaluate.py.log
unknown-cell-agent,unknown,ex288,ex288_uc_onehot_boundary_0_1_13_14,"frontend_hybrid:base=keybdd_current;donor=onehot_boundary_bypass;donor_bits=0,1,13,14;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex288_uc_onehot_boundary_0_1_13_14,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_onehot_boundary_0_1_13_14.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/aigs/ex288_uc_onehot_boundary_0_1_13_14.aig,,,,,,,,,,,split_decision_graph_onehot_boundary_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/verilog/ex288_uc_onehot_boundary_0_1_13_14.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_onehot_boundary_0_1_13_14.evaluate.py.log
unknown-cell-agent,unknown,ex288,ex288_uc_twohot_overlay_swaps_4_5_8_9,"frontend_hybrid:base=keybdd_current;donor=twohot_direct_overlay;donor_bits=4,5,8,9;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex288_uc_twohot_overlay_swaps_4_5_8_9,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_twohot_overlay_swaps_4_5_8_9.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/aigs/ex288_uc_twohot_overlay_swaps_4_5_8_9.aig,,,,,,,,,,,twohot_output_grouping_overlay_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/verilog/ex288_uc_twohot_overlay_swaps_4_5_8_9.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_twohot_overlay_swaps_4_5_8_9.evaluate.py.log
unknown-cell-agent,unknown,ex288,ex288_uc_symcof_edge_alt_1_2_12_13,"frontend_hybrid:base=keybdd_current;donor=symcof_edge_bits;donor_bits=1,2,12,13;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex288_uc_symcof_edge_alt_1_2_12_13,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_symcof_edge_alt_1_2_12_13.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/aigs/ex288_uc_symcof_edge_alt_1_2_12_13.aig,,,,,,,,,,,bdd_cofactor_symcof_edge_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/verilog/ex288_uc_symcof_edge_alt_1_2_12_13.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex288/logs/ex288_uc_symcof_edge_alt_1_2_12_13.evaluate.py.log
unknown-cell-agent,unknown,ex297,ex297_uc_pairxor_midhi_4_5_10_11,"frontend_hybrid:base=pairsel_cell_bit_template;donor=pairxor_celllocal_mix;donor_bits=4,5,10,11;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex297_uc_pairxor_midhi_4_5_10_11,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/logs/ex297_uc_pairxor_midhi_4_5_10_11.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/aigs/ex297_uc_pairxor_midhi_4_5_10_11.aig,,,,,,,,,,,cyclic_rot2_pairxor_celllocal_descriptor_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/verilog/ex297_uc_pairxor_midhi_4_5_10_11.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/logs/ex297_uc_pairxor_midhi_4_5_10_11.evaluate.py.log
unknown-cell-agent,unknown,ex297,ex297_uc_selector_plane_edges_0_2_12_13,"frontend_hybrid:base=pairsel_cell_bit_template;donor=selector_plane;donor_bits=0,2,12,13;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex297_uc_selector_plane_edges_0_2_12_13,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/logs/ex297_uc_selector_plane_edges_0_2_12_13.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/aigs/ex297_uc_selector_plane_edges_0_2_12_13.aig,,,,,,,,,,,split_decision_graph_selector_plane_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/verilog/ex297_uc_selector_plane_edges_0_2_12_13.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/logs/ex297_uc_selector_plane_edges_0_2_12_13.evaluate.py.log
unknown-cell-agent,unknown,ex297,ex297_uc_sel2_bdd_outer_0_1_12_13,"frontend_hybrid:base=pairsel_cell_bit_template;donor=sel2_cluster_bdd;donor_bits=0,1,12,13;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex297_uc_sel2_bdd_outer_0_1_12_13,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/logs/ex297_uc_sel2_bdd_outer_0_1_12_13.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/aigs/ex297_uc_sel2_bdd_outer_0_1_12_13.aig,,,,,,,,,,,bdd_cofactor_sel2_outer_output_grouping_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/verilog/ex297_uc_sel2_bdd_outer_0_1_12_13.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex297/logs/ex297_uc_sel2_bdd_outer_0_1_12_13.evaluate.py.log
unknown-cell-agent,unknown,ex299,ex299_uc_celllocal_quad_6_7_8_9,"frontend_hybrid:base=static_celllocal_pair89;donor=sel2_celllocal_cluster_static;donor_bits=6,7,8,9;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex299_uc_celllocal_quad_6_7_8_9,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/logs/ex299_uc_celllocal_quad_6_7_8_9.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/aigs/ex299_uc_celllocal_quad_6_7_8_9.aig,,,,,,,,,,,shared_state_celllocal_descriptor_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/verilog/ex299_uc_celllocal_quad_6_7_8_9.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/logs/ex299_uc_celllocal_quad_6_7_8_9.evaluate.py.log
unknown-cell-agent,unknown,ex299,ex299_uc_pairsel_midhi_6_7_10_11,"frontend_hybrid:base=static_celllocal_pair89;donor=sel2_pairsel_cluster_static;donor_bits=6,7,10,11;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex299_uc_pairsel_midhi_6_7_10_11,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/logs/ex299_uc_pairsel_midhi_6_7_10_11.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/aigs/ex299_uc_pairsel_midhi_6_7_10_11.aig,,,,,,,,,,,cyclic_rot2_pairsel_output_grouping_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/verilog/ex299_uc_pairsel_midhi_6_7_10_11.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/logs/ex299_uc_pairsel_midhi_6_7_10_11.evaluate.py.log
fp16-r2-agent,fp16,ex223,ex223_wrapper_hi2_single_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex223_wrapper_hi2_single_keep_synth_preset_aig,,,,,,,,,,,,,,tighter_high_bit_wrapper,,,separate top two output bits from one kept low group around current source,split_hi2_single_keep,OK,,,,,,,,,
fp16-r2-agent,fp16,ex224,ex224_wrapper_hi2_single_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex224_wrapper_hi2_single_keep_synth_preset_aig,,,,,,,,,,,,,,tighter_high_bit_wrapper,,,separate top two output bits from one kept low group around current source,split_hi2_single_keep,OK,,,,,,,,,
fp16-r2-agent,fp16,ex225,ex225_wrapper_hi2_single_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex225_wrapper_hi2_single_keep_synth_preset_aig,,,,,,,,,,,,,,tighter_high_bit_wrapper,,,separate top two output bits from one kept low group around current source,split_hi2_single_keep,OK,,,,,,,,,
fp16-r2-agent,fp16,ex224,ex224_wrapper_hi1_single_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex224_wrapper_hi1_single_keep_synth_preset_aig,,,,,,,,,,,,,,tighter_high_bit_wrapper,,,extend prior ex224 wrapper win with adjacent high-bit group boundaries,split_hi1_single_keep,OK,,,,,,,,,
fp16-r2-agent,fp16,ex224,ex224_wrapper_hi5_single_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex224_wrapper_hi5_single_keep_synth_preset_aig,,,,,,,,,,,,,,tighter_high_bit_wrapper,,,extend prior ex224 wrapper win with adjacent high-bit group boundaries,split_hi5_single_keep,OK,,,,,,,,,
fp16-r2-agent,fp16,ex224,ex224_wrapper_hi6_single_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex224_wrapper_hi6_single_keep_synth_preset_aig,,,,,,,,,,,,,,tighter_high_bit_wrapper,,,extend prior ex224 wrapper win with adjacent high-bit group boundaries,split_hi6_single_keep,OK,,,,,,,,,
fp16-r2-agent,fp16,ex223,ex223_expbase_xor_low14_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex223_expbase_xor_low14_hi5_synth_preset_aig,,,,,,,,,,,,,,expbase_xor_nested_recut,,,shared sign-exp base high word plus exact XOR corrections and nested low LUT,"shared exponent base high bits XOR exact mantissa corrections plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:xor_runs=30,max=1,const=30; b14:xor_runs=32,max=2,const=28",OK,,,,,,,,,
fp16-r2-agent,fp16,ex224,ex224_expbase_xor_low12_hi6_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex224_expbase_xor_low12_hi6_synth_preset_aig,,,,,,,,,,,,,,expbase_xor_nested_recut,,,shared sign-exp base high word plus exact XOR corrections and nested low LUT,"shared exponent base high bits XOR exact mantissa corrections plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=6; nested_lo=4; low_items=30720; b15:xor_runs=30,max=1,const=30; b14:xor_runs=31,max=2,const=29; b13:xor_runs=33,max=2,const=27; b12:xor_runs=36,max=4,const=27",OK,,,,,,,,,
fp16-r2-agent,fp16,ex225,ex225_expbase_xor_low14_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex225_expbase_xor_low14_hi5_synth_preset_aig,,,,,,,,,,,,,,expbase_xor_nested_recut,,,shared sign-exp base high word plus exact XOR corrections and nested low LUT,"shared exponent base high bits XOR exact mantissa corrections plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:xor_runs=30,max=1,const=30; b14:xor_runs=32,max=2,const=28",OK,,,,,,,,,
fp16-r2-agent,fp16,ex223,ex223_selected_run_bits15_11_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex223_selected_run_bits15_11_synth_preset_aig,,,,,,,,,,,,,,selected_multi_bit_predicates,,,prune selected exact output cones from current source and replace with shared run predicates,"selected exact multi-bit run predicates over current source; b15:runs=64,max=1,const=64; b11:runs=78,max=6,const=58",OK,,,,,,,,,
fp16-r2-agent,fp16,ex224,ex224_selected_run_bits15_12_11_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex224_selected_run_bits15_12_11_synth_preset_aig,,,,,,,,,,,,,,selected_multi_bit_predicates,,,prune selected exact output cones from current source and replace with shared run predicates,"selected exact multi-bit run predicates over current source; b15:runs=64,max=1,const=64; b12:runs=70,max=4,const=61; b11:runs=77,max=6,const=59",OK,,,,,,,,,
fp16-r2-agent,fp16,ex225,ex225_selected_run_bits15_14_13_12_9_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex225_selected_run_bits15_14_13_12_9_synth_preset_aig,,,,,,,,,,,,,,selected_multi_bit_predicates,,,prune selected exact output cones from current source and replace with shared run predicates,"selected exact multi-bit run predicates over current source; b15:runs=64,max=1,const=64; b14:runs=66,max=2,const=62; b13:runs=68,max=2,const=60; b12:runs=72,max=4,const=60; b9:runs=118,max=20,const=47",OK,,,,,,,,,
fp16-r2-agent,fp16,ex223,ex223_cofactor_bdd_bits15_11_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex223_cofactor_bdd_bits15_11_synth_preset_aig,,,,,,,,,,,,,,grouped_cofactor_bdd,,,group selected bits by sign-exp cofactor before reduced mantissa decision tree,"grouped sign-exp cofactor reduced mantissa decision tree over selected bits 15,11; const_groups=58",OK,,,,,,,,,
fp16-r2-agent,fp16,ex224,ex224_cofactor_bdd_bits15_12_11_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex224_cofactor_bdd_bits15_12_11_synth_preset_aig,,,,,,,,,,,,,,grouped_cofactor_bdd,,,group selected bits by sign-exp cofactor before reduced mantissa decision tree,"grouped sign-exp cofactor reduced mantissa decision tree over selected bits 15,12,11; const_groups=59",OK,,,,,,,,,
fp16-r2-agent,fp16,ex225,ex225_cofactor_bdd_bits12_9_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-r2-agent/shared_structure_report.csv,official evaluate.py used for final equivalence/QoR,ex225_cofactor_bdd_bits12_9_synth_preset_aig,,,,,,,,,,,,,,grouped_cofactor_bdd,,,group selected bits by sign-exp cofactor before reduced mantissa decision tree,"grouped sign-exp cofactor reduced mantissa decision tree over selected bits 12,9; const_groups=47",OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_bcase_shiftadd_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bcase_shiftadd_abc_g_aig.yosys.log,ex260_smul_bcase_shiftadd_abc_g_aig,signed high-operand constant shift/add word mux,,,,,,,,,,,,,,,,single sign-extended low operand reused by all signed high-operand arms,full product word by signed high nibble,OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_bcase_shiftadd_synth_preset_d10,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bcase_shiftadd_synth_preset_d10.yosys.log,ex260_smul_bcase_shiftadd_synth_preset_d10,signed high-operand constant shift/add word mux,,,,,,,,,,,,,,,,single sign-extended low operand reused by all signed high-operand arms,full product word by signed high nibble,OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_abs_sign_wallace_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_abs_sign_wallace_abc_g_aig.yosys.log,ex260_smul_abs_sign_wallace_abc_g_aig,absolute-value shared unsigned Wallace magnitude and conditional final negate,,,,,,,,,,,,,,,,shared magnitude product plus one sign correction cone,full product word,OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_bw4_center_rhcla2_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bw4_center_rhcla2_abc_g_aig.yosys.log,ex260_smul_bw4_center_rhcla2_abc_g_aig,Baugh-Wooley four-input counter columns with center order and reverse hCLA2 merge,,,,,,,,,,,,,,,,signed partial products compressed by wider counters before a short high carry merge,full product word,OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_bw4_center_rhcla1_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bw4_center_rhcla1_abc_g_aig.yosys.log,ex260_smul_bw4_center_rhcla1_abc_g_aig,Baugh-Wooley four-input counter columns with center order and reverse hCLA1 merge,,,,,,,,,,,,,,,,"same signed partial-product sharing as the current winner, with a shorter ripple prefix in the final merge",full product word,OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_bw4_center_rhcla3_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bw4_center_rhcla3_abc_g_aig.yosys.log,ex260_smul_bw4_center_rhcla3_abc_g_aig,Baugh-Wooley four-input counter columns with center order and reverse hCLA3 merge,,,,,,,,,,,,,,,,"same four-input compressor columns, moving the final carry-lookahead boundary higher",full product word,OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_bw4_outside_rhcla2_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bw4_outside_rhcla2_abc_g_aig.yosys.log,ex260_smul_bw4_outside_rhcla2_abc_g_aig,Baugh-Wooley four-input counter columns with outside-in order and reverse hCLA2 merge,,,,,,,,,,,,,,,,"same compressor shape, but sign/correction terms meet opposite-edge partial products earlier",full product word,OK,,,,,,,,,
integer-agent,integer,ex260,ex260_smul_bw4_reverse_rhcla2_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/logs/ex260_smul_bw4_reverse_rhcla2_abc_g_aig.yosys.log,ex260_smul_bw4_reverse_rhcla2_abc_g_aig,Baugh-Wooley four-input counter columns with reverse order and reverse hCLA2 merge,,,,,,,,,,,,,,,,"same compressor shape, but late column terms are compressed before low-order partial products",full product word,OK,,,,,,,,,
