case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,notes,source_run
ex205,ex205_bf16_log10_sep_fields_e3_m4_s0_bits_15_bh3,bf16_log10,log10,sep_fields_e3_m4_s0_bits_15_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m4_s0_bits_15_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m4_s0_bits_15_bh3.aig,1,1,4560,20,91200,47128,1.935155,0,0,separate fields exp_hi=3 mant_hi=4 sign_hi=0 items=7669; sep bit overrides bits=15 bit_hi_bits=3 bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_legacy_sign_exp_default_expr_case,bf16_log10,log10,legacy_sign_exp_default_expr_case,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_legacy_sign_exp_default_expr_case.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_legacy_sign_exp_default_expr_case.aig,1,1,4811,19,91409,47128,1.939590,0,0,"legacy bf16_verilog_search sign_exp_default_expr_case; groups=512; full_default_groups=256; exceptions=32640; defaults=abs_input:254,nan:256,sign_inf:1,sign_zero:1; archived_low_value_intermediate",ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_legacy_positive_default_exp_mant_delta,bf16_log10,log10,legacy_positive_default_exp_mant_delta,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_legacy_positive_default_exp_mant_delta.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_legacy_positive_default_exp_mant_delta.aig,1,1,4369,21,91749,47128,1.946804,0,0,legacy bf16_verilog_search positive_default_exp_mant_delta; 32898; default=nan; exceptions=128; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_legacy_exp_mant_delta_pair,bf16_log10,log10,legacy_exp_mant_delta_pair,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_legacy_exp_mant_delta_pair.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_legacy_exp_mant_delta_pair.aig,1,1,4379,21,91959,47128,1.951260,0,0,legacy bf16_verilog_search exp_mant_delta_pair; 32897; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_bdd_all_sem,bf16_log10,log10,bdd_all_sem,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_bdd_all_sem.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_bdd_all_sem.aig,1,1,4332,23,99636,47128,2.114157,0,0,full-output BDD order=sem nodes=5663; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_legacy_default_expr_exception_case,bf16_log10,log10,legacy_default_expr_exception_case,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_legacy_default_expr_exception_case.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_legacy_default_expr_exception_case.aig,1,1,4380,23,100740,47128,2.137583,0,0,legacy bf16_verilog_search default_expr_exception_case; exceptions=32769; default=nan; matches=32767; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_bitplanes_h4,bf16_log10,log10,bitplanes_h4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_bitplanes_h4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_bitplanes_h4.aig,1,1,4612,22,101464,47128,2.152945,0,0,all output bitplanes hi_bits=4 items=23223; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_bdd_all_exp,bf16_log10,log10,bdd_all_exp,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_bdd_all_exp.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_bdd_all_exp.aig,1,1,4688,23,107824,47128,2.287897,0,0,full-output BDD order=exp nodes=6584; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_log10_pos_runs_casez,bf16_log10,log10,log10_pos_runs_casez,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_pos_runs_casez.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_pos_runs_casez.aig,1,1,13255,23,304865,47128,6.468872,0,0,log10 positive-domain monotone runs mode=casez runs=2010 items=5975; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_bdd_all_mant,bf16_log10,log10,bdd_all_mant,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_bdd_all_mant.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_bdd_all_mant.aig,1,1,13203,26,343278,47128,7.283950,0,0,full-output BDD order=mant nodes=10677; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_log10_pos_runs_tree,bf16_log10,log10,log10_pos_runs_tree,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_pos_runs_tree.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_pos_runs_tree.aig,1,1,12327,30,369810,47128,7.846928,0,0,log10 positive-domain monotone runs mode=tree runs=2010 items=4019; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_h4,bf16_sin,sin,odd_pos_fullword_h4,student/seeds/bf16/ex200_ex219_current/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_h4.v,student/seeds/bf16/ex200_ex219_current/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h4.aig,1,1,26872,21,564312,539049,1.046866,1,0,positive-domain full word with odd sign flip hi_bits=4 items=32359; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_mixed_h5_h6special,bf16_sin,sin,split_sign_word_mixed_h5_h6special,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,1,1,26999,21,566979,539049,1.051813,1,0,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=64772; archived_low_value_intermediate",ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h4_first,bf16_sin,sin,split_sign_word_h4_first,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h4_first.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h4_first.aig,1,1,27130,21,569730,539049,1.056917,1,0,split-sign word hi_bits=4 default_mode=first items=64916; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h4,bf16_sin,sin,split_sign_word_h4,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h4.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h4.aig,1,1,27149,21,570129,539049,1.057657,1,0,split-sign word hi_bits=4 items=64718; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h6,bf16_sin,sin,split_sign_word_h6,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h6.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h6.aig,1,1,27642,21,580482,539049,1.076863,1,0,split-sign word hi_bits=6 items=64880; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h6_first,bf16_sin,sin,split_sign_word_h6_first,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h6_first.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h6_first.aig,1,1,27642,21,580482,539049,1.076863,1,0,split-sign word hi_bits=6 default_mode=first items=64880; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_mixed_h5_h4special,bf16_sin,sin,split_sign_word_mixed_h5_h4special,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h4special.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h4special.aig,1,1,26966,22,593252,539049,1.100553,1,0,"split-sign word mixed policy=h5_h4special choices={5: 504, 4: 4} items=64770; archived_low_value_intermediate",ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h5,bf16_sin,sin,split_sign_word_h5,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h5.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h5.aig,1,1,26968,22,593296,539049,1.100635,1,0,split-sign word hi_bits=5 items=64772; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h5_first,bf16_sin,sin,split_sign_word_h5_first,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h5_first.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h5_first.aig,1,1,27021,22,594462,539049,1.102798,1,0,split-sign word hi_bits=5 default_mode=first items=64878; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h3,bf16_sin,sin,split_sign_word_h3,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h3.aig,1,1,29851,20,597020,539049,1.107543,1,0,split-sign word hi_bits=3 items=64636; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_h6,bf16_sin,sin,odd_pos_fullword_h6,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_h6.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h6.aig,1,1,27345,22,601590,539049,1.116021,1,0,positive-domain full word with odd sign flip hi_bits=6 items=32440; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3,bf16_sin,sin,split_sign_sep_fields_e3_m4_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3.aig,1,1,28809,21,604989,539049,1.122327,1,0,split-sign separate fields exp_hi=3 mant_hi=4 sign_hi=3 items=94297; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_sep_fields_e4_m3_s3,bf16_sin,sin,split_sign_sep_fields_e4_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e4_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e4_m3_s3.aig,1,1,30314,20,606280,539049,1.124722,1,0,split-sign separate fields exp_hi=4 mant_hi=3 sign_hi=3 items=95621; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3,bf16_sin,sin,split_sign_sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.aig,1,1,30386,20,607720,539049,1.127393,1,0,split-sign separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=93803; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h3_first,bf16_sin,sin,split_sign_word_h3_first,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h3_first.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h3_first.aig,1,1,30388,20,607760,539049,1.127467,1,0,split-sign word hi_bits=3 default_mode=first items=64960; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_h5,bf16_sin,sin,odd_pos_fullword_h5,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_h5.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h5.aig,1,1,26704,23,614192,539049,1.139399,1,0,positive-domain full word with odd sign flip hi_bits=5 items=32386; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_mixed_minscore_tieh5,bf16_sin,sin,split_sign_word_mixed_minscore_tieh5,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_minscore_tieh5.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_minscore_tieh5.aig,1,1,29252,21,614292,539049,1.139585,1,0,"split-sign word mixed policy=minscore_tieh5 choices={5: 376, 4: 54, 3: 78} items=64574; archived_low_value_intermediate",ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_expflip_h5,bf16_sin,sin,odd_pos_fullword_expflip_h5,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_expflip_h5.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_expflip_h5.aig,1,1,26754,23,615342,539049,1.141533,1,0,positive-domain full word with odd sign flip hi_bits=5 items=32386; sign flip simplified to exp!=255; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_expnan_h4,bf16_sin,sin,odd_pos_fullword_expnan_h4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_expnan_h4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_expnan_h4.aig,1,1,26860,23,617780,539049,1.146055,1,0,positive-domain full word with odd sign flip hi_bits=4 items=32359; NaN special simplified to exp==255; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_expflip_h4,bf16_sin,sin,odd_pos_fullword_expflip_h4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_expflip_h4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_expflip_h4.aig,1,1,26863,23,617849,539049,1.146183,1,0,positive-domain full word with odd sign flip hi_bits=4 items=32359; sign flip simplified to exp!=255; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_h2,bf16_sin,sin,odd_pos_fullword_h2,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_h2.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h2.aig,1,1,29531,21,620151,539049,1.150454,1,0,positive-domain full word with odd sign flip hi_bits=2 items=32257; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_split_sign_word_h2,bf16_sin,sin,split_sign_word_h2,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h2.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h2.aig,1,1,29797,21,625737,539049,1.160817,1,0,split-sign word hi_bits=2 items=64514; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_odd_pos_fullword_h3,bf16_sin,sin,odd_pos_fullword_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h3.aig,1,1,29924,21,628404,539049,1.165764,1,0,positive-domain full word with odd sign flip hi_bits=3 items=32318; archived_low_value_intermediate_after_reregister,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_sep_fields_e3_m4_s3,bf16_sin,sin,sep_fields_e3_m4_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_sep_fields_e3_m4_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_sep_fields_e3_m4_s3.aig,1,1,28585,22,628870,539049,1.166629,1,0,separate fields exp_hi=3 mant_hi=4 sign_hi=3 items=94297; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_hilo4_word_mode,bf16_sin,sin,hilo4_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo4_word_mode.aig,1,1,30037,21,630777,539049,1.170166,1,0,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=64718; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex206,ex206_bf16_sin_sep_fields_e3_m3_s3_bits_15_bh3,bf16_sin,sin,sep_fields_e3_m3_s3_bits_15_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_sep_fields_e3_m3_s3_bits_15_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_sep_fields_e3_m3_s3_bits_15_bh3.aig,1,1,30268,21,635628,539049,1.179166,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=93803; sep bit overrides bits=15 bit_hi_bits=3 bit_items=15765; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
