case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex245,float_fp8,fp8-semantic-r27,ex245_r27_currentbest_delaytarget_synth_preset_aig_D20,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,"ex245|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D20",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/verilog/ex245_r27_currentbest_delaytarget_synth_preset_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/aigs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D20.aig,1,,701,34,23834,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=2.241; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log
ex245,float_fp8,fp8-semantic-r27,ex245_r27_currentbest_delaytarget_abc_g_aig_D20,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,"ex245|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|abc_g_aig_D20",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/verilog/ex245_r27_currentbest_delaytarget_abc_g_aig_D20.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/aigs/ex245_r27_currentbest_delaytarget_abc_g_aig_D20.aig,1,,719,34,24446,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_abc_g_aig_D20.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=2.017; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_grouped_seed12_abc_g_aig,E5M2FN packed multiply,seed12 product-class grouped by identical magnitude programs,"shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs","ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_grouped_seed12_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_grouped_seed12_abc_g_aig.aig,1,,353,25,8825,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.906; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_grouped_seed12_synth_preset_aig,E5M2FN packed multiply,seed12 product-class grouped by identical magnitude programs,"shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs","ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_grouped_seed12_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_grouped_seed12_synth_preset_aig.aig,1,,351,24,8424,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.077; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_grouped_seed12_abc_g_and,E5M2FN packed multiply,seed12 product-class grouped by identical magnitude programs,"shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs","ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_grouped_seed12_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_grouped_seed12_abc_g_and.aig,1,,355,25,8875,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.882; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_and.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_minlogic_selected_bits_abc_g_aig,E5M2FN packed multiply,selected-bit minimized residual for zero/sat/bias/mant/low underflow,shared sigpair decode and minimized selected-bit correction predicates,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_minlogic_selected_bits_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_minlogic_selected_bits_abc_g_aig.aig,1,,462,25,11550,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.813; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_minlogic_selected_bits_synth_preset_aig,E5M2FN packed multiply,selected-bit minimized residual for zero/sat/bias/mant/low underflow,shared sigpair decode and minimized selected-bit correction predicates,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_minlogic_selected_bits_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_minlogic_selected_bits_synth_preset_aig.aig,1,,426,25,10650,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.976; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_minlogic_selected_bits_abc_g_and,E5M2FN packed multiply,selected-bit minimized residual for zero/sat/bias/mant/low underflow,shared sigpair decode and minimized selected-bit correction predicates,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_minlogic_selected_bits_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_minlogic_selected_bits_abc_g_and.aig,1,,471,26,12246,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.905; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_and.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_threshold_log_boundary_abc_g_aig,E5M2FN packed multiply,compact product threshold buckets with local low-boundary correction,"shared product threshold, exponent bucket, and low-step residual table","ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_threshold_log_boundary_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_threshold_log_boundary_abc_g_aig.aig,1,,402,35,14070,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.837; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_threshold_log_boundary_synth_preset_aig,E5M2FN packed multiply,compact product threshold buckets with local low-boundary correction,"shared product threshold, exponent bucket, and low-step residual table","ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_threshold_log_boundary_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_threshold_log_boundary_synth_preset_aig.aig,1,,387,36,13932,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.025; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_threshold_log_boundary_abc_g_and,E5M2FN packed multiply,compact product threshold buckets with local low-boundary correction,"shared product threshold, exponent bucket, and low-step residual table","ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_threshold_log_boundary_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_threshold_log_boundary_abc_g_and.aig,1,,413,35,14455,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.841; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_and.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_logcode_subnormal_abc_g_aig,E5M2FN packed multiply,log-coded normal-normal path plus subnormal boundary tables,shared raw exponent/mantissa code and selected subnormal correction tables,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_logcode_subnormal_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_logcode_subnormal_abc_g_aig.aig,1,,467,25,11675,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.815; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_logcode_subnormal_synth_preset_aig,E5M2FN packed multiply,log-coded normal-normal path plus subnormal boundary tables,shared raw exponent/mantissa code and selected subnormal correction tables,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_logcode_subnormal_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_logcode_subnormal_synth_preset_aig.aig,1,,455,21,9555,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.983; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_logcode_subnormal_abc_g_and,E5M2FN packed multiply,log-coded normal-normal path plus subnormal boundary tables,shared raw exponent/mantissa code and selected subnormal correction tables,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/verilog/ex246_r27_mul_logcode_subnormal_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/aigs/ex246_r27_mul_logcode_subnormal_abc_g_and.aig,1,,472,25,11800,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.855; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_and.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_nested_num_bound_residual_abc_g_aig,E5M2FN packed low-over-high division,numerator-nested bound-smallpat low-boundary residual,"shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder","ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_nested_num_bound_residual_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_nested_num_bound_residual_abc_g_aig.aig,1,,376,25,9400,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.771; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_nested_num_bound_residual_synth_preset_aig,E5M2FN packed low-over-high division,numerator-nested bound-smallpat low-boundary residual,"shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder","ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_nested_num_bound_residual_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_nested_num_bound_residual_synth_preset_aig.aig,1,,374,26,9724,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.871; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_synth_preset_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_nested_num_bound_residual_abc_g_and,E5M2FN packed low-over-high division,numerator-nested bound-smallpat low-boundary residual,"shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder","ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_nested_num_bound_residual_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_nested_num_bound_residual_abc_g_and.aig,1,,380,25,9500,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.743; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_and.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_minlogic_selected_bits_abc_g_aig,E5M2FN packed low-over-high division,selected-bit minimized residual for quotient boundary attributes,"shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction","ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_minlogic_selected_bits_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_minlogic_selected_bits_abc_g_aig.aig,1,,430,26,11180,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.781; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_minlogic_selected_bits_synth_preset_aig,E5M2FN packed low-over-high division,selected-bit minimized residual for quotient boundary attributes,"shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction","ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_minlogic_selected_bits_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_minlogic_selected_bits_synth_preset_aig.aig,1,,427,26,11102,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.015; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_synth_preset_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_minlogic_selected_bits_abc_g_and,E5M2FN packed low-over-high division,selected-bit minimized residual for quotient boundary attributes,"shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction","ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_minlogic_selected_bits_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_minlogic_selected_bits_abc_g_and.aig,1,,439,26,11414,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.804; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_and.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_grouped_sigpair_programs_abc_g_aig,E5M2FN packed low-over-high division,sigpair programs grouped by identical quotient boundary behavior,shared exponent delta and grouped sigpair quotient programs,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_grouped_sigpair_programs_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_grouped_sigpair_programs_abc_g_aig.aig,1,,443,22,9746,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.922; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_grouped_sigpair_programs_synth_preset_aig,E5M2FN packed low-over-high division,sigpair programs grouped by identical quotient boundary behavior,shared exponent delta and grouped sigpair quotient programs,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_grouped_sigpair_programs_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_grouped_sigpair_programs_synth_preset_aig.aig,1,,437,22,9614,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.261; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_synth_preset_aig.yosys.log
