case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,outcome,reason,evidence_path,next_action
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5940 >= current frontend 4368; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.804; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_synth_preset_aig.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5728 >= current frontend 4368; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.711; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_and.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5568 >= current frontend 4368; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.683; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_aig.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5775 >= current frontend 4368; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.783; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5696 >= current frontend 4368; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.672; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_and.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5600 >= current frontend 4368; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.711; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_aig.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5841 >= current frontend 4368; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.814; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_synth_preset_aig.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5728 >= current frontend 4368; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.722; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_and.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|active-region gap-class exact residual table|shared max/min decode, 6-bit gap screen, and tiny active-region delta table|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|active_gap_residual_table|fp8_worst_r27",NON_EQUIV_OR_FAILED,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=0.651; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_abc_g_aig.yosys.log; non-equivalent or evaluate failed,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_abc_g_aig.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|active-region gap-class exact residual table|shared max/min decode, 6-bit gap screen, and tiny active-region delta table|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|active_gap_residual_table|fp8_worst_r27",NON_EQUIV_OR_FAILED,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=0.870; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_synth_preset_aig.yosys.log; non-equivalent or evaluate failed,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_synth_preset_aig.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|active-region gap-class exact residual table|shared max/min decode, 6-bit gap screen, and tiny active-region delta table|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|active_gap_residual_table|fp8_worst_r27",NON_EQUIV_OR_FAILED,official evaluate.py status NOT_EQUIV; synth=abc_g_and; runtime_sec=0.605; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_abc_g_and.yosys.log; non-equivalent or evaluate failed,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_abc_g_and.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,small_nonlinear_state_screen,,ex285|hamming_weight_preserving_lossy_routing_normalizer|small_nonlinear_state_screen|raw_pair_block_count_parity_features|no_synth|sampled_mismatch_exactness_screen|full_word,blocked_no_compact_exact_state,8-feature greedy majority rows=2560; exact=False,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/diagnostics/small_nonlinear_state_screen.csv,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|low,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_low_abc_g_aig.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|low,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_low_synth_preset.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|middle,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_middle_abc_g_aig.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|middle,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_middle_synth_preset.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|high,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_high_abc_g_aig.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|high,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_high_synth_preset.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits0,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits0.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits1,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits1.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits2,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits2.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits3,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits3.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits4,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits4.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits5,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits5.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits6,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits6.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits7,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits7.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits8,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits8.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits9,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits9.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits10,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits10.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits11,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits11.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits0_4_8,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits0_4_8.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits1_5_9,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits1_5_9.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits2_6_10,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits2_6_10.evaluate.py.log,
ex285,unknown,unknown-routing-r27,hamming_weight_preserving_lossy_routing_normalizer,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits3_7_11,equivalent_but_no_frontend_improvement,official evaluate.py OK,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits3_7_11.evaluate.py.log,
ex297,unknown,unknown-symbol-r27,shared_cyclic_recurrence_over_2-bit_symbols,adjacent_symbol-xor_recurrence_state_split_with_per-cell_default/exception_residual,shared_adjacent_2-bit_delta_state_wires_and_per-cell_exact_residual_muxes,ex297|shared_cyclic_recurrence_over_2-bit_symbols|adjacent_symbol-xor_recurrence_state_split_with_per-cell_default/exception_residual|shared_adjacent_2-bit_delta_state_wires_and_per-cell_exact_residual_muxes|yosys_abc_g_aig_d20|official_truth_exact_adjacent_symbol_recurrence_coordinate|cell_pairs,equivalent_but_no_frontend_improvement,official equivalent ADP 676932 >= current frontend 568674,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex297/logs/ex297_r27_adjrec_cell_default_d20_abc_g_aig_d20.evaluate.py.log,avoid replay; seek smaller descriptor/state basis
ex297,unknown,unknown-symbol-r27,rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing,phase-relative_adjacent_deltas_with_degree<=2_ANF_base_and_exact_mod4_residual,shared_phase_descriptor_wires_and_common_degree<=2_monomial_bank,ex297|rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing|phase-relative_adjacent_deltas_with_degree<=2_ANF_base_and_exact_mod4_residual|shared_phase_descriptor_wires_and_common_degree<=2_monomial_bank|yosys_abc_g_aig|official_truth_exact_phase_cofactor_anf2_residual|mod4_output_planes,equivalent_but_no_frontend_improvement,official equivalent ADP 944976 >= current frontend 568674,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex297/logs/ex297_r27_phase_anf2_mod4_residual_abc_g_aig.evaluate.py.log,avoid replay; seek smaller descriptor/state basis
ex297,unknown,unknown-symbol-r27,output-plane_clustering_over_phase-mixed_cell_descriptors,phase-mixed_invertible_descriptor_split_with_cell-pair_clustered_residual_tables,shared_next-cell_phase_xor_descriptor_and_clustered_per-cell_residual_muxes,ex297|output-plane_clustering_over_phase-mixed_cell_descriptors|phase-mixed_invertible_descriptor_split_with_cell-pair_clustered_residual_tables|shared_next-cell_phase_xor_descriptor_and_clustered_per-cell_residual_muxes|yosys_abc_g_aig_d20|official_truth_exact_phase_mixed_descriptor|cell_pairs,equivalent_but_no_frontend_improvement,official equivalent ADP 723582 >= current frontend 568674,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex297/logs/ex297_r27_phase_mix_cluster_cell_residual_d20_abc_g_aig_d20.evaluate.py.log,avoid replay; seek smaller descriptor/state basis
ex299,unknown,unknown-symbol-r27,rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing,phase-relative_adjacent_deltas_with_degree1_ANF_base_and_exact_full-word_residual,shared_phase_descriptor_wires_and_degree1_monomial_bank_plus_full-word_residual_mux,ex299|rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing|phase-relative_adjacent_deltas_with_degree1_ANF_base_and_exact_full-word_residual|shared_phase_descriptor_wires_and_degree1_monomial_bank_plus_full-word_residual_mux|yosys_abc_g_aig|official_truth_exact_phase_cofactor_anf1_fullword_residual|full_word,equivalent_but_no_frontend_improvement,official equivalent ADP 3721484 >= current frontend 2486379,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex299/logs/ex299_r27_phase_anf1_fullword_residual_abc_g_aig.evaluate.py.log,avoid replay; seek smaller descriptor/state basis
ex299,unknown,unknown-symbol-r27,output-plane_clustering_over_phase-mixed_cell_descriptors,phase-mixed_invertible_descriptor_split_with_full-word_default/exception_table,shared_next-cell_phase_xor_descriptor_and_one_full-word_residual_mux,ex299|output-plane_clustering_over_phase-mixed_cell_descriptors|phase-mixed_invertible_descriptor_split_with_full-word_default/exception_table|shared_next-cell_phase_xor_descriptor_and_one_full-word_residual_mux|yosys_abc_g_aig|official_truth_exact_phase_mixed_descriptor_fullword|full_word,equivalent_but_no_frontend_improvement,official equivalent ADP 3372578 >= current frontend 2486379,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex299/logs/ex299_r27_phase_mix_fullword_split_abc_g_aig.evaluate.py.log,avoid replay; seek smaller descriptor/state basis
ex299,unknown,unknown-symbol-r27,shared_cyclic_recurrence_over_2-bit_symbols,adjacent_symbol-xor_recurrence_state_split_with_per-cell_default/exception_residual,shared_adjacent_2-bit_delta_state_wires_and_per-cell_exact_residual_muxes,ex299|shared_cyclic_recurrence_over_2-bit_symbols|adjacent_symbol-xor_recurrence_state_split_with_per-cell_default/exception_residual|shared_adjacent_2-bit_delta_state_wires_and_per-cell_exact_residual_muxes|yosys_abc_g_aig_d20|official_truth_exact_adjacent_symbol_recurrence_coordinate|cell_pairs,incomplete_no_official_evaluate,subagent hit usage limit before final official evaluate/AIG was recorded; do not count as success,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex299/verilog/ex299_r27_adjrec_cell_default_d20_abc_g_aig_d20.v,rerun only if this exact method has new evidence or material synth-flow change
