case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_high1_bdd_outside_abc_g_aig,unsigned_floor_isqrt,high1_bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high1_bdd_outside_abc_g_aig.aig,1,1,1,54,8,432,204,2.117647,0,0,0.202,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high1_bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_high2_bdd_outside_abc_g_aig,unsigned_floor_isqrt,high2_bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_abc_g_aig.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.242,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_high2_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,high2_bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.248,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_high2_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,high2_bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_arith_wreduce_aig.aig,1,1,1,174,14,2436,632,3.854430,0,0,0.253,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_high2_bdd_outside_synth_preset,unsigned_floor_isqrt,high2_bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.326,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=synth_preset
ex276,ex276_isqrt_high2_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,high2_bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.324,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_high2_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,high2_bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.327,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_high2_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,high2_bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.330,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_high2_bdd_outside_abc_g_aig_d6,unsigned_floor_isqrt,high2_bdd_outside+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_abc_g_aig_d6.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.246,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=abc_g_aig_d6
ex276,ex276_isqrt_high2_bdd_outside_abc_g_aig_d8,unsigned_floor_isqrt,high2_bdd_outside+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_abc_g_aig_d8.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.245,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=abc_g_aig_d8
ex276,ex276_isqrt_high2_bdd_outside_abc_g_aig_d10,unsigned_floor_isqrt,high2_bdd_outside+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_outside_abc_g_aig_d10.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.248,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_outside; flow=abc_g_aig_d10
ex276,ex276_isqrt_high3_bdd_outside_abc_g_aig,unsigned_floor_isqrt,high3_bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_abc_g_aig.aig,1,1,1,171,14,2394,632,3.787975,0,0,0.268,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_high3_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,high3_bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,171,14,2394,632,3.787975,0,0,0.271,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_high3_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,high3_bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_arith_wreduce_aig.aig,1,1,1,163,12,1956,632,3.094937,0,0,0.284,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_high3_bdd_outside_synth_preset,unsigned_floor_isqrt,high3_bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_synth_preset.aig,1,1,1,163,12,1956,632,3.094937,0,0,0.352,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=synth_preset
ex276,ex276_isqrt_high3_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,high3_bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_synth_preset_d6.aig,1,1,1,163,12,1956,632,3.094937,0,0,0.356,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_high3_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,high3_bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_synth_preset_d8.aig,1,1,1,163,12,1956,632,3.094937,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_high3_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,high3_bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_synth_preset_d10.aig,1,1,1,163,12,1956,632,3.094937,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_high3_bdd_outside_abc_g_aig_d6,unsigned_floor_isqrt,high3_bdd_outside+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_abc_g_aig_d6.aig,1,1,1,171,14,2394,632,3.787975,0,0,0.264,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=abc_g_aig_d6
ex276,ex276_isqrt_high3_bdd_outside_abc_g_aig_d8,unsigned_floor_isqrt,high3_bdd_outside+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_abc_g_aig_d8.aig,1,1,1,171,14,2394,632,3.787975,0,0,0.265,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=abc_g_aig_d8
ex276,ex276_isqrt_high3_bdd_outside_abc_g_aig_d10,unsigned_floor_isqrt,high3_bdd_outside+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_outside_abc_g_aig_d10.aig,1,1,1,171,14,2394,632,3.787975,0,0,0.266,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_outside; flow=abc_g_aig_d10
ex276,ex276_isqrt_high1_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,high1_bdd_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_abc_g_aig.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.211,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=abc_g_aig
ex276,ex276_isqrt_high1_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,high1_bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.215,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_high1_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,high1_bdd_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_arith_wreduce_aig.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.220,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_high1_bdd_reverse_synth_preset,unsigned_floor_isqrt,high1_bdd_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_synth_preset.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=synth_preset
ex276,ex276_isqrt_high1_bdd_reverse_synth_preset_d6,unsigned_floor_isqrt,high1_bdd_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_synth_preset_d6.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.279,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=synth_preset_d6
ex276,ex276_isqrt_high1_bdd_reverse_synth_preset_d8,unsigned_floor_isqrt,high1_bdd_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_synth_preset_d8.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=synth_preset_d8
ex276,ex276_isqrt_high1_bdd_reverse_synth_preset_d10,unsigned_floor_isqrt,high1_bdd_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_synth_preset_d10.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.329,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=synth_preset_d10
ex276,ex276_isqrt_high1_bdd_reverse_abc_g_aig_d6,unsigned_floor_isqrt,high1_bdd_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_abc_g_aig_d6.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.218,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=abc_g_aig_d6
ex276,ex276_isqrt_high1_bdd_reverse_abc_g_aig_d8,unsigned_floor_isqrt,high1_bdd_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_abc_g_aig_d8.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.217,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=abc_g_aig_d8
ex276,ex276_isqrt_high1_bdd_reverse_abc_g_aig_d10,unsigned_floor_isqrt,high1_bdd_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_reverse_abc_g_aig_d10.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.215,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_reverse; flow=abc_g_aig_d10
ex276,ex276_isqrt_high2_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,high2_bdd_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_abc_g_aig.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.228,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=abc_g_aig
ex276,ex276_isqrt_high2_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,high2_bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.231,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_high2_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,high2_bdd_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_arith_wreduce_aig.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.233,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_high2_bdd_reverse_synth_preset,unsigned_floor_isqrt,high2_bdd_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_synth_preset.aig,1,1,1,107,12,1284,632,2.031646,0,0,0.295,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=synth_preset
ex276,ex276_isqrt_high2_bdd_reverse_synth_preset_d6,unsigned_floor_isqrt,high2_bdd_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_synth_preset_d6.aig,1,1,1,107,12,1284,632,2.031646,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=synth_preset_d6
ex276,ex276_isqrt_high2_bdd_reverse_synth_preset_d8,unsigned_floor_isqrt,high2_bdd_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_synth_preset_d8.aig,1,1,1,107,12,1284,632,2.031646,0,0,0.296,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=synth_preset_d8
ex276,ex276_isqrt_high2_bdd_reverse_synth_preset_d10,unsigned_floor_isqrt,high2_bdd_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_synth_preset_d10.aig,1,1,1,107,12,1284,632,2.031646,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=synth_preset_d10
ex276,ex276_isqrt_high2_bdd_reverse_abc_g_aig_d6,unsigned_floor_isqrt,high2_bdd_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_abc_g_aig_d6.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.228,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=abc_g_aig_d6
ex276,ex276_isqrt_high2_bdd_reverse_abc_g_aig_d8,unsigned_floor_isqrt,high2_bdd_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_abc_g_aig_d8.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.224,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=abc_g_aig_d8
ex276,ex276_isqrt_high2_bdd_reverse_abc_g_aig_d10,unsigned_floor_isqrt,high2_bdd_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high2_bdd_reverse_abc_g_aig_d10.aig,1,1,1,113,13,1469,632,2.324367,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high2_bdd_reverse; flow=abc_g_aig_d10
ex276,ex276_isqrt_high3_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,high3_bdd_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_reverse_abc_g_aig.aig,1,1,1,115,11,1265,632,2.001582,0,0,0.251,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_reverse; flow=abc_g_aig
ex276,ex276_isqrt_high3_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,high3_bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,115,11,1265,632,2.001582,0,0,0.262,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_high3_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,high3_bdd_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_reverse_arith_wreduce_aig.aig,1,1,1,113,12,1356,632,2.145570,0,0,0.259,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_high3_bdd_reverse_synth_preset,unsigned_floor_isqrt,high3_bdd_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_reverse_synth_preset.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.322,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_reverse; flow=synth_preset
ex276,ex276_isqrt_high3_bdd_reverse_synth_preset_d6,unsigned_floor_isqrt,high3_bdd_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high3_bdd_reverse_synth_preset_d6.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.320,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high3_bdd_reverse; flow=synth_preset_d6
