agent_id,domain,case,method_signature,hypothesis_family,reason,best_area,best_delay,best_adp,verilog_path,aig_path,log_path,source_csv,notes,area,delay,adp,old_adp
integer-extra-r2,integer,ex267,"ex267|divider_magnitude_cofactor_classifier|denom_lz_range_lowbdd|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|abc_g_aig|unsigned_low6_high6_div_dbz_sat|full_quotient_word",divider_magnitude_cofactor_classifier,official OK but did not beat current frontend,323,43,13889,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/verilog/ex267_udiv_denom_lz_range_lowbdd.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/official_eval/ex267_udiv_denom_lz_range_lowbdd_abc_g_aig/ex267.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/logs/ex267_udiv_denom_lz_range_lowbdd_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=abc_g_aig",323,43,13889,
integer-extra-r2,integer,ex267,"ex267|divider_magnitude_cofactor_classifier|denom_lz_range_lowbdd|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|synth_preset_d12|unsigned_low6_high6_div_dbz_sat|full_quotient_word",divider_magnitude_cofactor_classifier,official OK but did not beat current frontend,314,43,13502,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/verilog/ex267_udiv_denom_lz_range_lowbdd.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/official_eval/ex267_udiv_denom_lz_range_lowbdd_synth_preset_d12/ex267.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/logs/ex267_udiv_denom_lz_range_lowbdd_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset_d12",314,43,13502,
integer-extra-r2,integer,ex267,"ex267|divider_magnitude_cofactor_classifier|radix4_compact_digit|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|abc_g_aig|unsigned_low6_high6_div_dbz_sat|full_quotient_word",divider_magnitude_cofactor_classifier,official OK but did not beat current frontend,190,28,5320,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/verilog/ex267_udiv_radix4_compact_digit.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/official_eval/ex267_udiv_radix4_compact_digit_abc_g_aig/ex267.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/logs/ex267_udiv_radix4_compact_digit_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=radix4_compact_digit; flow=abc_g_aig",190,28,5320,
integer-extra-r2,integer,ex267,"ex267|divider_magnitude_cofactor_classifier|radix4_compact_digit|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|synth_preset_d12|unsigned_low6_high6_div_dbz_sat|full_quotient_word",divider_magnitude_cofactor_classifier,official OK but did not beat current frontend,194,28,5432,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/verilog/ex267_udiv_radix4_compact_digit.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/official_eval/ex267_udiv_radix4_compact_digit_synth_preset_d12/ex267.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/logs/ex267_udiv_radix4_compact_digit_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=radix4_compact_digit; flow=synth_preset_d12",194,28,5432,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_outside_csel2|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,191,20,3820,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_outside_csel2.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_outside_csel2_abc_g_aig/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_outside_csel2_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig,191,20,3820,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_outside_csel2|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,187,22,4114,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_outside_csel2.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_outside_csel2_synth_preset_d12/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_outside_csel2_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel2; flow=synth_preset_d12,187,22,4114,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_outside_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,188,19,3572,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_outside_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_outside_csel6_abc_g_aig/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_outside_csel6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig,188,19,3572,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_outside_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,186,20,3720,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_outside_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_outside_csel6_synth_preset_d12/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_outside_csel6_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d12,186,20,3720,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,181,27,4887,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_factored_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_factored_csel6_abc_g_aig/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_factored_csel6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_factored_csel6; flow=abc_g_aig,181,27,4887,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,174,26,4524,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_factored_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_factored_csel6_synth_preset_d12/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_factored_csel6_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_factored_csel6; flow=synth_preset_d12,174,26,4524,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_counter4x_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,207,20,4140,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_counter4x_csel4.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_counter4x_csel4_abc_g_aig/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_counter4x_csel4_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_counter4x_csel4; flow=abc_g_aig,207,20,4140,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|wallace_square_counter4x_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,195,21,4095,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_wallace_square_counter4x_csel4.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_wallace_square_counter4x_csel4_synth_preset_d12/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_wallace_square_counter4x_csel4_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_counter4x_csel4; flow=synth_preset_d12,195,21,4095,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|dadda_square_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,199,22,4378,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_dadda_square_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_dadda_square_csel6_abc_g_aig/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_dadda_square_csel6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=abc_g_aig,199,22,4378,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|dadda_square_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,196,22,4312,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_dadda_square_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_dadda_square_csel6_synth_preset_d12/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_dadda_square_csel6_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=synth_preset_d12,196,22,4312,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|hybrid_cmptop1_trunc|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,198,17,3366,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_hybrid_cmptop1_trunc.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_hybrid_cmptop1_trunc_abc_g_aig/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_hybrid_cmptop1_trunc_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_cmptop1_trunc; flow=abc_g_aig,198,17,3366,
integer-extra-r2,integer,ex270,ex270|square_final_carry_variants|hybrid_cmptop1_trunc|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,192,17,3264,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_hybrid_cmptop1_trunc.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_hybrid_cmptop1_trunc_synth_preset_d12/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_hybrid_cmptop1_trunc_synth_preset_d12.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_cmptop1_trunc; flow=synth_preset_d12,192,17,3264,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_outside_csel3|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,335,26,8710,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_outside_csel3_abc_g_aig/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_outside_csel3_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig,335,26,8710,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_outside_csel3|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,331,26,8606,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_outside_csel3_synth_preset_d16/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_outside_csel3_synth_preset_d16.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=synth_preset_d16,331,26,8606,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_outside_csel5|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,328,27,8856,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_outside_csel5.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_outside_csel5_abc_g_aig/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_outside_csel5_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=abc_g_aig,328,27,8856,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_outside_csel5|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,324,27,8748,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_outside_csel5.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_outside_csel5_synth_preset_d16/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_outside_csel5_synth_preset_d16.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=synth_preset_d16,324,27,8748,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,319,36,11484,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_factored_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_factored_csel6_abc_g_aig/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_factored_csel6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_factored_csel6; flow=abc_g_aig,319,36,11484,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,313,34,10642,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_factored_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_factored_csel6_synth_preset_d16/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_factored_csel6_synth_preset_d16.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_factored_csel6; flow=synth_preset_d16,313,34,10642,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_counter4x_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,373,27,10071,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_counter4x_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_counter4x_csel6_abc_g_aig/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_counter4x_csel6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_counter4x_csel6; flow=abc_g_aig,373,27,10071,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|wallace_square_counter4x_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,373,27,10071,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_counter4x_csel6.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_counter4x_csel6_synth_preset_d16/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_counter4x_csel6_synth_preset_d16.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_counter4x_csel6; flow=synth_preset_d16,373,27,10071,
integer-extra-r2,integer,ex271,ex271|square_final_carry_variants|dadda_square_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,square_final_carry_variants,official OK but did not beat current frontend,349,28,9772,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_dadda_square_csel4.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_dadda_square_csel4_abc_g_aig/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_dadda_square_csel4_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=dadda_square_csel4; flow=abc_g_aig,349,28,9772,
