agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,log_path,aig_path,old_adp
integer-extra-r2,integer,ex267,ex267_udiv_denom_lz_range_lowbdd_synth_preset_d12,"ex267|divider_magnitude_cofactor_classifier|denom_lz_range_lowbdd|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|synth_preset_d12|unsigned_low6_high6_div_dbz_sat|full_quotient_word","shared quotient word mux, complemented local BDDs, or shared radix trial subtracts",official_ok_nonwinning,314,43,13502,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset_d12",,,
integer-extra-r2,integer,ex267,ex267_udiv_radix4_compact_digit_abc_g_aig,"ex267|divider_magnitude_cofactor_classifier|radix4_compact_digit|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|abc_g_aig|unsigned_low6_high6_div_dbz_sat|full_quotient_word","shared quotient word mux, complemented local BDDs, or shared radix trial subtracts",official_ok_nonwinning,190,28,5320,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=radix4_compact_digit; flow=abc_g_aig",,,
integer-extra-r2,integer,ex267,ex267_udiv_radix4_compact_digit_synth_preset_d12,"ex267|divider_magnitude_cofactor_classifier|radix4_compact_digit|shared_quotient_word_mux,_complemented_local_BDDs,_or_shared_radix_trial_subtracts|synth_preset_d12|unsigned_low6_high6_div_dbz_sat|full_quotient_word","shared quotient word mux, complemented local BDDs, or shared radix trial subtracts",official_ok_nonwinning,194,28,5432,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"alternate compact cofactor classifiers and radix-4 quotient digit source; avoided=not threshold ladder, divisor-case replay, or current hybrid-top2 replay; generator_notes=unsigned low6_high6:a/b dbz=max exact; source=radix4_compact_digit; flow=synth_preset_d12",,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_outside_csel2_abc_g_aig,ex270|square_final_carry_variants|wallace_square_outside_csel2|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,191,20,3820,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_outside_csel2_synth_preset_d12,ex270|square_final_carry_variants|wallace_square_outside_csel2|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,187,22,4114,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel2; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_outside_csel6_abc_g_aig,ex270|square_final_carry_variants|wallace_square_outside_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,188,19,3572,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_outside_csel6_synth_preset_d12,ex270|square_final_carry_variants|wallace_square_outside_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,186,20,3720,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_factored_csel6_abc_g_aig,ex270|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,181,27,4887,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_factored_csel6; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_factored_csel6_synth_preset_d12,ex270|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,174,26,4524,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_factored_csel6; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_counter4x_csel4_abc_g_aig,ex270|square_final_carry_variants|wallace_square_counter4x_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,207,20,4140,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_counter4x_csel4; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_wallace_square_counter4x_csel4_synth_preset_d12,ex270|square_final_carry_variants|wallace_square_counter4x_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,195,21,4095,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_counter4x_csel4; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_dadda_square_csel6_abc_g_aig,ex270|square_final_carry_variants|dadda_square_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,199,22,4378,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_dadda_square_csel6_synth_preset_d12,ex270|square_final_carry_variants|dadda_square_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,196,22,4312,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_cmptop1_trunc_abc_g_aig,ex270|square_final_carry_variants|hybrid_cmptop1_trunc|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,198,17,3366,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_cmptop1_trunc; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_cmptop1_trunc_synth_preset_d12,ex270|square_final_carry_variants|hybrid_cmptop1_trunc|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,192,17,3264,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_cmptop1_trunc; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel3_abc_g_aig,ex271|square_final_carry_variants|wallace_square_outside_csel3|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,335,26,8710,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel3_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_outside_csel3|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,331,26,8606,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel5_abc_g_aig,ex271|square_final_carry_variants|wallace_square_outside_csel5|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,328,27,8856,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel5_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_outside_csel5|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,324,27,8748,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_factored_csel6_abc_g_aig,ex271|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,319,36,11484,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_factored_csel6; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_factored_csel6_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_factored_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,313,34,10642,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_factored_csel6; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_counter4x_csel6_abc_g_aig,ex271|square_final_carry_variants|wallace_square_counter4x_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,373,27,10071,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_counter4x_csel6; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_counter4x_csel6_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_counter4x_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,373,27,10071,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_counter4x_csel6; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_dadda_square_csel4_abc_g_aig,ex271|square_final_carry_variants|dadda_square_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,349,28,9772,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=dadda_square_csel4; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_dadda_square_csel4_synth_preset_d16,ex271|square_final_carry_variants|dadda_square_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,346,28,9688,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel4 replay; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=dadda_square_csel4; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel4_abc_g_aig,ex272|square_final_carry_variants|wallace_square_outside_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,504,33,16632,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel4; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel4_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_outside_csel4|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d20|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,502,33,16566,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel4; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel6_abc_g_aig,ex272|square_final_carry_variants|wallace_square_outside_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,500,34,17000,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel6_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_outside_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d20|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,497,34,16898,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel8_abc_g_aig,ex272|square_final_carry_variants|wallace_square_outside_csel8|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,512,33,16896,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel8_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_outside_csel8|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d20|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,507,32,16224,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_factored_csel8_abc_g_aig,ex272|square_final_carry_variants|wallace_square_factored_csel8|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,477,47,22419,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_factored_csel8; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_factored_csel8_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_factored_csel8|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d20|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,474,47,22278,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_factored_csel8; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_counter4x_csel8_abc_g_aig,ex272|square_final_carry_variants|wallace_square_counter4x_csel8|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,586,30,17580,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_counter4x_csel8; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_counter4x_csel8_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_counter4x_csel8|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d20|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,581,30,17430,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_counter4x_csel8; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_dadda_square_csel6_abc_g_aig,ex272|square_final_carry_variants|dadda_square_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|abc_g_aig|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,531,36,19116,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_csel6; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_dadda_square_csel6_synth_preset_d20,ex272|square_final_carry_variants|dadda_square_csel6|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d20|unsigned_12_square|full_square_word,one triangular cross term per pair with alternate carry-select/counter sharing,official_ok_nonwinning,520,36,18720,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,square-column final-carry variants excluding current csel5 replay; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_csel6; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex277,ex277_isqrt_prefix3_ge_tree_lsb_abc_g_aig,"ex277|isqrt_shared_trial_classifier|prefix3_ge_tree_lsb|shared_ge_predicates,_high-prefix_local_BDDs,_or_radix-4_trial_subtracts|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word","shared ge predicates, high-prefix local BDDs, or radix-4 trial subtracts",official_ok_nonwinning,277,13,3601,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,shared trial-boundary and non-current cofactor-BDD sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=prefix3_ge_tree_lsb; flow=abc_g_aig,,,
integer-extra-r2,integer,ex277,ex277_isqrt_prefix3_ge_tree_lsb_synth_preset_d10,"ex277|isqrt_shared_trial_classifier|prefix3_ge_tree_lsb|shared_ge_predicates,_high-prefix_local_BDDs,_or_radix-4_trial_subtracts|synth_preset_d10|unsigned_floor_isqrt_12_to_6|full_sqrt_word","shared ge predicates, high-prefix local BDDs, or radix-4 trial subtracts",official_ok_nonwinning,268,13,3484,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,shared trial-boundary and non-current cofactor-BDD sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=prefix3_ge_tree_lsb; flow=synth_preset_d10,,,
integer-extra-r2,integer,ex277,ex277_isqrt_prefix5_ge_tree_lsb_abc_g_aig,"ex277|isqrt_shared_trial_classifier|prefix5_ge_tree_lsb|shared_ge_predicates,_high-prefix_local_BDDs,_or_radix-4_trial_subtracts|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word","shared ge predicates, high-prefix local BDDs, or radix-4 trial subtracts",official_ok_nonwinning,249,15,3735,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,shared trial-boundary and non-current cofactor-BDD sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=prefix5_ge_tree_lsb; flow=abc_g_aig,,,
