case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes,status,official_output_dir,runtime_sec
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh4_abc_g_gates,,,,1524,18,27432,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh4_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh4_abc_g_gates.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_14 bit_items=76; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh4_abc_g_gates,0.998
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_10_11_14_bh2_abc_g_gates,,,,1564,17,26588,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_10_11_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_10_11_14_bh2_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_10_11_14_bh2_abc_g_gates.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=10_11_14 bit_items=78; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_10_11_14_bh2_abc_g_gates,1.056
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_13_14_bh2_abc_g_gates,,,,1520,18,27360,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_13_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_13_14_bh2_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_13_14_bh2_abc_g_gates.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_13_14 bit_items=73; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_13_14_bh2_abc_g_gates,1.013
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_aig,,,,1536,16,24576,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_aig.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_14 bit_items=40; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_aig,1.018
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_synth_preset_d9,,,,90,14,1260,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/verilog/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/aigs/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_synth_preset_d9.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_synth_preset_d9.evaluate.py.log,signed multiplier renderer source=baugh_wooley_wallace_center_rhcla3; official evaluate.py OK; semantic_check=exact signed low4 * signed high4 over 256 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/official_eval/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_synth_preset_d9,0.173
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla3_abc_g_aig,,,,88,15,1320,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/verilog/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla3.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/aigs/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla3_abc_g_aig.evaluate.py.log,signed multiplier renderer source=baugh_wooley_wallace_rev_hcla3; official evaluate.py OK; semantic_check=exact signed low4 * signed high4 over 256 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/official_eval/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla3_abc_g_aig,0.172
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d8,,,,148,11,1628,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/verilog/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/aigs/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d8.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d8.evaluate.py.log,integer highgap renderer source=udiv_ex266_hybrid_top1_b2a4; official evaluate.py OK; semantic_check=unsigned low5_high5:a/b dbz=max exact,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/official_eval/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d8,0.157
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_abc_g_aig,,,,151,11,1661,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/verilog/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/aigs/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_abc_g_aig.evaluate.py.log,integer highgap renderer source=udiv_ex266_hybrid_top2_a43; official evaluate.py OK; semantic_check=unsigned low5_high5:a/b dbz=max exact,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/official_eval/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_abc_g_aig,0.177
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d8,,,,108,11,1188,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/verilog/ex276_r24_int_highgap_isqrt_p4ge_hand_hi.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/aigs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d8.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d8.evaluate.py.log,integer highgap renderer source=isqrt_p4ge_hand_hi; official evaluate.py OK; semantic_check=exact unsigned floor isqrt over 1024 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/official_eval/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d8,0.164
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig_d8,,,,113,11,1243,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/verilog/ex276_r24_int_highgap_isqrt_p4ge_hand_hi.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/aigs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig_d8.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig_d8.evaluate.py.log,integer highgap renderer source=isqrt_p4ge_hand_hi; official evaluate.py OK; semantic_check=exact unsigned floor isqrt over 1024 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/official_eval/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig_d8,0.149
ex292,unknown,unknown-large-r24,ex292_r24_current_source_abc_g_aig_d18,ex292|unknown_large_r24|current_source_synthflow_variant|ex292_r24_current_source_abc_g_aig_d18|official_evaluate_py,OK,1,6770,21,142170,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/verilog/ex292_r24_current_source_abc_g_aig_d18.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/aigs/ex292_r24_current_source_abc_g_aig_d18.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/logs/ex292_r24_current_source_abc_g_aig_d18.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=142170; reference=84854,,,
ex292,unknown,unknown-large-r24,ex292_r24_current_source_abc_g_and_mux,ex292|unknown_large_r24|current_source_synthflow_variant|ex292_r24_current_source_abc_g_and_mux|official_evaluate_py,OK,1,7063,24,169512,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/verilog/ex292_r24_current_source_abc_g_and_mux.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/aigs/ex292_r24_current_source_abc_g_and_mux.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/logs/ex292_r24_current_source_abc_g_and_mux.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=142170; reference=84854,,,
ex292,unknown,unknown-large-r24,ex292_r24_current_source_extra_opt_share,ex292|unknown_large_r24|current_source_synthflow_variant|ex292_r24_current_source_extra_opt_share|official_evaluate_py,OK,1,6827,21,143367,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/verilog/ex292_r24_current_source_extra_opt_share.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/aigs/ex292_r24_current_source_extra_opt_share.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/logs/ex292_r24_current_source_extra_opt_share.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=142170; reference=84854,,,
ex292,unknown,unknown-large-r24,ex292_r24_current_source_synth_preset,ex292|unknown_large_r24|current_source_synthflow_variant|ex292_r24_current_source_synth_preset|official_evaluate_py,OK,1,6658,22,146476,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/verilog/ex292_r24_current_source_synth_preset.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/aigs/ex292_r24_current_source_synth_preset.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/logs/ex292_r24_current_source_synth_preset.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=142170; reference=84854,,,
ex292,unknown,unknown-large-r24,ex292_r24_output_grouped_bdd_pools_abc_g_aig,ex292|unknown_large_r24|output_grouped_bdd_pools_even_odd_planes|ex292_r24_output_grouped_bdd_pools_abc_g_aig|official_evaluate_py,OK,1,6759,21,141939,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/verilog/ex292_r24_output_grouped_bdd_even_odd_output_planes.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/aigs/ex292_r24_output_grouped_bdd_pools_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/logs/ex292_r24_output_grouped_bdd_pools_abc_g_aig.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=142170; reference=84854,,,
ex292,unknown,unknown-large-r24,ex292_r24_output_grouped_bdd_pools_synth_preset,ex292|unknown_large_r24|output_grouped_bdd_pools_even_odd_planes|ex292_r24_output_grouped_bdd_pools_synth_preset|official_evaluate_py,OK,1,6710,22,147620,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/verilog/ex292_r24_output_grouped_bdd_even_odd_output_planes.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/aigs/ex292_r24_output_grouped_bdd_pools_synth_preset.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex292/logs/ex292_r24_output_grouped_bdd_pools_synth_preset.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=142170; reference=84854,,,
ex294,unknown,unknown-large-r24,ex294_r24_current_source_abc_g_aig,ex294|unknown_large_r24|current_source_synthflow_variant|ex294_r24_current_source_abc_g_aig|official_evaluate_py,OK,1,10835,23,249205,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/verilog/ex294_r24_current_source_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/aigs/ex294_r24_current_source_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/logs/ex294_r24_current_source_abc_g_aig.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=246698; reference=133365,,,
ex294,unknown,unknown-large-r24,ex294_r24_current_source_abc_g_aig_d18,ex294|unknown_large_r24|current_source_synthflow_variant|ex294_r24_current_source_abc_g_aig_d18|official_evaluate_py,OK,1,10835,23,249205,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/verilog/ex294_r24_current_source_abc_g_aig_d18.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/aigs/ex294_r24_current_source_abc_g_aig_d18.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/logs/ex294_r24_current_source_abc_g_aig_d18.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=246698; reference=133365,,,
ex294,unknown,unknown-large-r24,ex294_r24_current_source_abc_g_and_mux,ex294|unknown_large_r24|current_source_synthflow_variant|ex294_r24_current_source_abc_g_and_mux|official_evaluate_py,OK,1,11287,25,282175,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/verilog/ex294_r24_current_source_abc_g_and_mux.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/aigs/ex294_r24_current_source_abc_g_and_mux.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/logs/ex294_r24_current_source_abc_g_and_mux.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=246698; reference=133365,,,
ex294,unknown,unknown-large-r24,ex294_r24_current_source_extra_opt_share,ex294|unknown_large_r24|current_source_synthflow_variant|ex294_r24_current_source_extra_opt_share|official_evaluate_py,OK,1,10945,24,262680,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/verilog/ex294_r24_current_source_extra_opt_share.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/aigs/ex294_r24_current_source_extra_opt_share.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/logs/ex294_r24_current_source_extra_opt_share.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=246698; reference=133365,,,
ex294,unknown,unknown-large-r24,ex294_r24_output_grouped_bdd_pools_abc_g_aig,ex294|unknown_large_r24|output_grouped_bdd_pools_even_odd_planes|ex294_r24_output_grouped_bdd_pools_abc_g_aig|official_evaluate_py,OK,1,10895,23,250585,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/verilog/ex294_r24_output_grouped_bdd_even_odd_output_planes.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/aigs/ex294_r24_output_grouped_bdd_pools_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/logs/ex294_r24_output_grouped_bdd_pools_abc_g_aig.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=246698; reference=133365,,,
ex294,unknown,unknown-large-r24,ex294_r24_output_grouped_bdd_pools_synth_preset,ex294|unknown_large_r24|output_grouped_bdd_pools_even_odd_planes|ex294_r24_output_grouped_bdd_pools_synth_preset|official_evaluate_py,OK,1,10755,24,258120,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/verilog/ex294_r24_output_grouped_bdd_even_odd_output_planes.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/aigs/ex294_r24_output_grouped_bdd_pools_synth_preset.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex294/logs/ex294_r24_output_grouped_bdd_pools_synth_preset.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=246698; reference=133365,,,
ex295,unknown,unknown-large-r24,ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig,ex295|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig|official_evaluate_py,OK,1,8218,15,123270,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/verilog/ex295_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/aigs/ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,
ex295,unknown,unknown-large-r24,ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d14,ex295|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d14|official_evaluate_py,OK,1,8218,15,123270,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/verilog/ex295_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/aigs/ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d14.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d14.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,
ex295,unknown,unknown-large-r24,ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset,ex295|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset|official_evaluate_py,OK,1,8193,16,131088,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/verilog/ex295_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/aigs/ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,
ex295,unknown,unknown-large-r24,ex295_r24_current_source_abc_g_aig_d14,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_abc_g_aig_d14|official_evaluate_py,OK,1,8218,15,123270,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/verilog/ex295_r24_current_source_abc_g_aig_d14.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/aigs/ex295_r24_current_source_abc_g_aig_d14.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_abc_g_aig_d14.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,
ex295,unknown,unknown-large-r24,ex295_r24_current_source_abc_g_aig_d16,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_abc_g_aig_d16|official_evaluate_py,OK,1,8218,15,123270,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/verilog/ex295_r24_current_source_abc_g_aig_d16.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/aigs/ex295_r24_current_source_abc_g_aig_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_abc_g_aig_d16.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,
ex295,unknown,unknown-large-r24,ex295_r24_current_source_extra_opt_share,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_extra_opt_share|official_evaluate_py,OK,1,8291,17,140947,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/verilog/ex295_r24_current_source_extra_opt_share.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/aigs/ex295_r24_current_source_extra_opt_share.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_extra_opt_share.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,
ex295,unknown,unknown-large-r24,ex295_r24_current_source_synth_preset,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_synth_preset|official_evaluate_py,OK,1,8193,16,131088,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/verilog/ex295_r24_current_source_synth_preset.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/aigs/ex295_r24_current_source_synth_preset.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_synth_preset.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,
ex297,unknown,unknown-large-r24,ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig,ex297|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig|official_evaluate_py,OK,1,31593,18,568674,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/aigs/ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,
ex297,unknown,unknown-large-r24,ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d16,ex297|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d16|official_evaluate_py,OK,1,31593,18,568674,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/aigs/ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d16.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,
ex297,unknown,unknown-large-r24,ex297_r24_cell_grouped_symbol_plane_majority_default_synth_preset,ex297|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex297_r24_cell_grouped_symbol_plane_majority_default_synth_preset|official_evaluate_py,OK,1,31498,20,629960,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/verilog/ex297_r24_cell_grouped_symbol_plane_majority_default.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/aigs/ex297_r24_cell_grouped_symbol_plane_majority_default_synth_preset.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_cell_grouped_symbol_plane_majority_default_synth_preset.evaluate.py.log,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,
