case,hypothesis,representation_family,sharing_strategy,source,confidence,novelty,expected_gain,status,reason,created_by,created_at
ex223,fp16 log-family semantic action decode,special class shell plus balanced whole-output mantissa action ranges,shared special decode and per-exponent action range tree,frontend_source_parallel_round73_20260613_1414/sub-fp16-int-semantic-r73,medium,explore,medium,tested_nonwinning,official OK ADP 574860 did not beat current frontend/reference,sub-fp16-int-semantic-r73,2026-06-13
ex225,fp16 log-family semantic action decode,special class shell plus balanced whole-output mantissa action ranges,shared special decode and per-exponent action range tree,frontend_source_parallel_round73_20260613_1414/sub-fp16-int-semantic-r73,medium,explore,medium,tested_nonwinning,official OK ADP 631320 did not beat current frontend/reference,sub-fp16-int-semantic-r73,2026-06-13
ex260,signed multiply operand action decode,b_action_affine,one operand action case shared across all product bits,frontend_source_parallel_round73_20260613_1414/sub-fp16-int-semantic-r73,medium,explore,medium,tested_nonwinning,official OK ADP 1900 did not beat current frontend/reference,sub-fp16-int-semantic-r73,2026-06-13
ex260,signed multiply operand action decode,a_action_affine,one operand action case shared across all product bits,frontend_source_parallel_round73_20260613_1414/sub-fp16-int-semantic-r73,medium,explore,medium,tested_nonwinning,official OK ADP 1900 did not beat current frontend/reference,sub-fp16-int-semantic-r73,2026-06-13
ex266,bounded quotient action decode,divisor_action_ranges,operand-keyed quotient action range tree,frontend_source_parallel_round73_20260613_1414/sub-fp16-int-semantic-r73,medium,explore,medium,tested_nonwinning,official OK ADP 2724 did not beat current frontend/reference,sub-fp16-int-semantic-r73,2026-06-13
ex266,bounded quotient action decode,dividend_action_ranges,operand-keyed quotient action range tree,frontend_source_parallel_round73_20260613_1414/sub-fp16-int-semantic-r73,medium,explore,medium,tested_nonwinning,official OK ADP 4186 did not beat current frontend/reference,sub-fp16-int-semantic-r73,2026-06-13
ex240,E4M3FN packed add high byte plus low byte,compact add action-id decode over shared same/diff sign-magnitude paths,shared sorted E4M3 field decode; same-sign GRS path; diff-sign compact normalizer; 5-action output decoder,frontend_source_parallel_round73_20260613_1414/sub-fp8-mid-classes-r73,medium,explore,medium,tested_nonwinning,official OK ADP 28600 did not beat current frontend/reference,sub-fp8-mid-classes-r73,2026-06-13
ex241,E4M3FN packed multiply high byte times low byte,compact multiply action-id decode over product magnitude table,"shared sign xor, effective exponent sum, 4x4 product, product magnitude table, 4-action output decoder",frontend_source_parallel_round73_20260613_1414/sub-fp8-mid-classes-r73,medium,explore,medium,tested_nonwinning,official OK ADP 20055 did not beat current frontend/reference,sub-fp8-mid-classes-r73,2026-06-13
ex245,E5M2FN packed add high byte plus low byte,compact add action-id decode over same/diff active-region tables,shared sorted E5M2 field decode; same/diff small-gap class tables; 4-action output decoder,frontend_source_parallel_round73_20260613_1414/sub-fp8-mid-classes-r73,medium,explore,medium,tested_nonwinning,official OK ADP 25160 did not beat current frontend/reference,sub-fp8-mid-classes-r73,2026-06-13
ex244,"E4M3FN packed hypot abs(high,low)",gap/max-sig action encoder with min-sig threshold runs,"shared abs max/min decode, effective exponent gap, sig4 class wires, one delta action encoder",frontend_source_parallel_round73_20260613_1414/sub-fp8-worst-classes-r73,medium,explore,medium,tested_nonwinning,official OK ADP 11916 did not beat current frontend/reference,sub-fp8-worst-classes-r73,2026-06-13
ex246,E5M2FN packed multiply high byte times low byte,product action word plus exception decode,"shared sign xor, sig3 product, exp_sum, per-product affine action, sparse exact exception action",frontend_source_parallel_round73_20260613_1414/sub-fp8-worst-classes-r73,medium,explore,medium,tested_nonwinning,official OK ADP 11670 did not beat current frontend/reference,sub-fp8-worst-classes-r73,2026-06-13
ex247,E5M2FN low-over-high division,denominator bound-smallpat attributes feeding a single region action decoder,"shared sign xor, exponent delta, denominator-first attrs, low pattern, linear magnitude, one region action",frontend_source_parallel_round73_20260613_1414/sub-fp8-worst-classes-r73,medium,explore,medium,tested_nonwinning,official OK ADP 8904 did not beat current frontend/reference,sub-fp8-worst-classes-r73,2026-06-13
ex249,"E5M2FN packed hypot abs(high,low)",table-free gap0/gap1 predicate action encoder,"shared raw exponent max/min decode, active gap, sig3 classes, one 2-bit delta action",frontend_source_parallel_round73_20260613_1414/sub-fp8-worst-classes-r73,medium,explore,medium,tested_nonwinning,official OK ADP 5890 did not beat current frontend/reference,sub-fp8-worst-classes-r73,2026-06-13
ex285,hamming-weight routing compact low-weight state,low-weight <=2 position decoder over current exact source,shared popcount/position boundary decoder plus current source fallback,frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73,medium,explore,medium,tested_nonwinning,official OK ADP 13685 did not beat current frontend/reference,sub-unknown-state-r73,2026-06-13
ex288,hamming-weight routing compact low-weight state,low-weight <=2 position decoder over current exact source,shared popcount/position boundary decoder plus current source fallback,frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73,medium,explore,medium,tested_nonwinning,official OK ADP 33855 did not beat current frontend/reference,sub-unknown-state-r73,2026-06-13
ex297,cyclic 2-bit cell-local default inversion,paired selector equality drives cell-local inversion-normalized exact cell source,r66 cell-default source with per-cell inversion normalization under paired selector equality,frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73,medium,explore,medium,tested_nonwinning,official OK ADP 426304 did not beat current frontend/reference,sub-unknown-state-r73,2026-06-13
ex297,cyclic 2-bit selector-state paired class template,paired selector classes choose cell-default or bit-default multi-output cell templates,two exact r66 source templates selected per 2-bit output cell by paired selector class,frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73,medium,explore,medium,tested_nonwinning,official OK ADP 425024 did not beat current frontend/reference,sub-unknown-state-r73,2026-06-13
ex299,cyclic 2-bit cell-local default inversion,paired selector equality drives cell-local inversion-normalized exact cell source,r66 cell-default source with per-cell inversion normalization under paired selector equality,frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73,medium,explore,medium,tested_nonwinning,official OK ADP 1778148 did not beat current frontend/reference,sub-unknown-state-r73,2026-06-13
ex299,cyclic 2-bit selector-state paired class template,paired selector classes choose cell-default or bit-default multi-output cell templates,two exact r66 source templates selected per 2-bit output cell by paired selector class,frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73,medium,explore,medium,tested_nonwinning,official OK ADP 1779282 did not beat current frontend/reference,sub-unknown-state-r73,2026-06-13
ex223,FP16 log/log10 positive-normal exact source segmentation,mantissa hi8 plus low2 full-word segment table,shared sign-exp special decode and full-word segment muxing,frontend_source_parallel_round73_20260613_1404/sub-fp16-int-r73,medium,explore,medium,tested_nonwinning,official OK ADP 286197 did not beat current frontend/reference,sub-fp16-int-r73,2026-06-13
ex223,FP16 log/log10 exact monotone run threshold compression,balanced per-exponent mantissa run-threshold tree returning full output word,shared sign-exp special decode and per-exponent balanced threshold functions,frontend_source_parallel_round73_20260613_1404/sub-fp16-int-r73,medium,explore,medium,tested_nonwinning,official OK ADP 556017 did not beat current frontend/reference,sub-fp16-int-r73,2026-06-13
ex225,FP16 log/log10 positive-normal exact source segmentation,mantissa hi8 plus low2 full-word segment table,shared sign-exp special decode and full-word segment muxing,frontend_source_parallel_round73_20260613_1404/sub-fp16-int-r73,medium,explore,medium,tested_nonwinning,official OK ADP 339380 did not beat current frontend/reference,sub-fp16-int-r73,2026-06-13
ex240,E4M3FN packed add,shared normalize aligner plus exact low-cluster correction table,shared sorted E4 decode; high magnitude cluster selected first; only low cluster is corrected from the high-cluster context,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP 336581 did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex240,E4M3FN packed add,low-cost cofactor DAG by operand class,one shared class selector for zero/equal/pass/active cases; active same and diff cofactors dispatch to local gap subfunctions,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP  did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex245,E5M2FN packed add,shared normalize aligner plus exact low-cluster correction table,shared sorted E5 decode; high magnitude cluster selected first; low E5 mantissa cluster corrected from high-cluster context,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP 183448 did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex245,E5M2FN packed add,low-cost cofactor DAG by operand class,one shared class selector for zero/equal/pass/active cases; active same and diff cofactors dispatch to local gap subfunctions,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP  did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex244,E4M3FN packed hypot,multi-output exact code classifier with shared rounded-distance predicates,shared max/min effective-exponent key feeds rounded-distance predicate flags reused by all delta bits,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP 59892 did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex244,E4M3FN packed hypot,max-code plus small correction as reduced multi-output PLA,shared max/min effective-exponent predicate vector drives one reduced multi-output correction PLA,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP 29028 did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex249,E5M2FN packed hypot,multi-output exact code classifier with shared rounded-distance predicates,shared raw exponent and significand key feeds rounded-distance predicate flags reused by both delta bits,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP 18278 did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex249,E5M2FN packed hypot,max-code plus small correction as reduced multi-output PLA,shared raw exponent/significand predicate vector drives one reduced multi-output correction PLA,frontend_source_parallel_round73_20260613_1404/sub-fp8-addhyp-r73,medium,explore,medium,tested_nonwinning,official OK ADP 14384 did not beat current frontend/reference,sub-fp8-addhyp-r73,2026-06-13
ex241,E4M3FN packed multiply high byte times low byte,named shared predicate DAG over nan/sign/exp_sum/product with high-low output clusters,"sign xor, effective exponent sum, 4-bit significand product, shared key functions",frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73,medium,explore,medium,tested_nonwinning,official OK ADP 116240 did not beat current frontend/reference,sub-fp8-muldiv-r73,2026-06-13
ex241,E4M3FN packed multiply high byte times low byte,selected low-magnitude replacement using common exp/product subfunction over exact semantic shell,base nested exponent/product source for high bits plus shared low-magnitude key function,frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73,medium,explore,medium,tested_nonwinning,official OK ADP 50160 did not beat current frontend/reference,sub-fp8-muldiv-r73,2026-06-13
ex246,E5M2FN packed multiply high byte times low byte,named shared predicate DAG over nan/sign/exp_sum/product with exponent-mantissa output clusters,"sign xor, effective exponent sum, 3-bit significand product, shared mag-high/mantissa functions",frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73,medium,explore,medium,tested_nonwinning,official OK ADP 50976 did not beat current frontend/reference,sub-fp8-muldiv-r73,2026-06-13
ex246,E5M2FN packed multiply high byte times low byte,selected mantissa replacement using common product subfunction over seed12 exact shell,current product-class source for sign/exponent plus exact shared mantissa key function,frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73,medium,explore,medium,tested_nonwinning,official OK ADP 17640 did not beat current frontend/reference,sub-fp8-muldiv-r73,2026-06-13
ex247,E5M2FN packed low-over-high division,named shared predicate DAG over nan/sign/denzero/numzero/delta/sigpair with quotient clusters,"sign xor, exponent delta, numerator and denominator significands, shared quotient high/low functions",frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73,medium,explore,medium,tested_nonwinning,official OK ADP 84971 did not beat current frontend/reference,sub-fp8-muldiv-r73,2026-06-13
ex247,E5M2FN packed low-over-high division,selected quotient-high replacement using common delta/sigpair subfunction over boundary-region shell,round8 exact boundary-region source for sign/low bits plus shared quotient-high key function,frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73,medium,explore,medium,tested_nonwinning,official OK ADP 25920 did not beat current frontend/reference,sub-fp8-muldiv-r73,2026-06-13
ex285,hamming-weight routing source boundary factoring,exact popcount-2 direct source overlay on current exact source,reuse current source for all rows and override only two-hot rows with direct truth outputs,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,medium,explore,medium,tested_nonwinning,official OK ADP 13685 did not beat current frontend/reference,sub-unknown-r73,2026-06-13
ex285,compact BDD cofactor by alternate outer key,two selected output roots emitted as shared inner ROBDD cofactors under a new raw outer key,one inner-node pool shared across selected outputs and all outer-key cofactors,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,medium,explore,medium,tested_nonwinning,official OK ADP 27872 did not beat current frontend/reference,sub-unknown-r73,2026-06-13
ex288,hamming-weight routing source boundary factoring,exact popcount-2 direct source overlay on current exact source,reuse current source for all rows and override only two-hot rows with direct truth outputs,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,medium,explore,medium,tested_nonwinning,official OK ADP 32200 did not beat current frontend/reference,sub-unknown-r73,2026-06-13
ex288,compact BDD cofactor by alternate outer key,two selected output roots emitted as shared inner ROBDD cofactors under a new raw outer key,one inner-node pool shared across selected outputs and all outer-key cofactors,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,medium,explore,medium,tested_nonwinning,official OK ADP 66453 did not beat current frontend/reference,sub-unknown-r73,2026-06-13
ex297,bounded local selector wrapper for nonzero selector,selector-1 full-word inner cofactor table overlay on current exact source,reuse current source and replace only one nonzero selector branch without duplicating another whole source,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,medium,explore,medium,tested_nonwinning,official OK ADP 427536 did not beat current frontend/reference,sub-unknown-r73,2026-06-13
ex297,shared local identity/selector PO-cluster replacement,selector-2 selected output-cluster BDD overlay on current exact source,single inner BDD pool replaces only one 2-bit PO cluster under sel==2,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,high,exploit,medium,tested_promising,official OK improved current ADP to 425648,sub-unknown-r73,2026-06-13
ex299,bounded local selector wrapper for nonzero selector,selector-1 full-word inner cofactor table overlay on current exact source,reuse current source and replace only one nonzero selector branch without duplicating another whole source,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,medium,explore,medium,tested_nonwinning,official OK ADP 1781460 did not beat current frontend/reference,sub-unknown-r73,2026-06-13
ex299,shared local identity/selector PO-cluster replacement,selector-2 selected output-cluster BDD overlay on current exact source,single inner BDD pool replaces only one 2-bit PO cluster under sel==2,frontend_source_parallel_round73_20260613_1404/sub-unknown-r73,high,exploit,medium,tested_promising,official OK improved current ADP to 1777806,sub-unknown-r73,2026-06-13
ex223,fp16_log,r74_nested_low10_hi7,positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=10; nested_hi=7; nested_lo=3; low...,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 234882 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex223,fp16_log,r74_flat_low10_hi_runs,positive-normal flat low10 table plus high-bit run trees; special_const_groups=33; special_full_groups=1; special_items=1057; flat_low_width=10; flat_items=30720; const_groups=0...,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 245476 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex225,fp16_log10,r74_nested_low10_hi7,positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=10; nested_hi=7; nested_lo=3; low...,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 262782 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex225,fp16_log10,r74_flat_low10_hi_runs,positive-normal flat low10 table plus high-bit run trees; special_const_groups=33; special_full_groups=1; special_items=1057; flat_low_width=10; flat_items=30720; const_groups=0...,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 251196 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex238,fp16_reciprocal_cube,r74_core_boundary_low13_hi5,"special=semantic reciprocal_cube: exp<=8 signed inf, exp>=20/inf signed zero, NaN canonical; exp_delta_width=2; exp_delta_runs=4; exp_delta_max=3; mant_high=; low_width=10; nest...",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 23520 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex238,fp16_reciprocal_cube,r74_core_clamp_hi4,"exp_delta_width=2; exp_delta_runs=4; exp_delta_max=3; mant_high=; low_width=10; nested_hi=4; boundary_clamp=exp9 mant<=0x259 inf, exp19 mant>=0x25a zero",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 26406 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex244,"E4M3FN hypot(abs(high),abs(low))",ex244_field_compare_decode,field-level magnitude compare and decoded field mux before delta BDD,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 11480 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex244,"E4M3FN hypot(abs(high),abs(low))",ex244_smallgap_key_gated,gate max-eff delta BDD key to zero outside small exponent gaps,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 15640 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex244,"E4M3FN hypot(abs(high),abs(low))",ex244_case_increment_tail,replace max-plus-delta tail with constant increment and explicit saturation cases,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 16252 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex244,"E4M3FN hypot(abs(high),abs(low))",ex244_field_compare_key_gated,field-level compare with small-gap gated delta BDD key,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 14784 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex244,"E4M3FN hypot(abs(high),abs(low))",ex244_field_compare_case_increment,field-level compare plus constant increment saturation tail,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 15675 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex244,"E4M3FN hypot(abs(high),abs(low))",ex244_field_key_gated_case_increment,field-level compare gated BDD key and constant increment tail,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 20172 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_delta_case_attrs,original delta case with full/parallel case attributes,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 5730 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_split_delta_pred,split delta table into shared inc1/inc2 predicates,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 5404 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_inc_mux_delta_pred,split delta predicates and mux plus-one/plus-two carry paths,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 6090 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_effgap_split_delta,effective exponent gap plus split inc predicates,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 5580 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_effgap_inc_mux,effective exponent gap with muxed increment paths,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 5400 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_direct_carry_delta,split delta predicates with hand-written limited carry incrementer,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 5432 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_effgap_direct_carry,effective exponent gap with hand-written limited carry incrementer,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 5580 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_or_pred_delta,equality-OR delta predicates for shared inc1/inc2,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 6634 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex249,"E5M2FN hypot(abs(high),abs(low))",ex249_or_pred_direct_carry,equality-OR delta predicates with hand-written limited carry incrementer,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 6541 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex245,E5M2FN add high byte plus low byte,ex245_active_table_mux,gate same/diff table use before output mux,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 26136 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex245,E5M2FN add high byte plus low byte,ex245_selected_mag_function,selected same/diff table inside one function,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 24956 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex245,E5M2FN add high byte plus low byte,ex245_key_gated_tables,gate same/diff table keys when inactive,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 31038 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex240,E4M3FN add high byte plus low byte,ex240_field_same_gapcase_split_norm,field-level decode and same-gapcase constants with split diff normalizer parameter tables,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 29025 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex240,E4M3FN add high byte plus low byte,ex240_field_same_gapcase_case_attrs,field-level decode and same-gapcase constants with case attributes,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 28845 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex240,E4M3FN add high byte plus low byte,ex240_field_same_gapcase_split_norm_attrs,field-level same-gapcase split norm tables with case attributes,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 29025 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex240,E4M3FN add high byte plus low byte,ex240_field_compare_case_attrs,field-level decode with case attributes on source tables,frontend_source_parallel_round74_20260613_1439/sub-fp8-addhyp-r74,medium,explore,medium,tested_nonwinning,official OK ADP 30926 did not beat current global frontend best/reference,sub-fp8-addhyp-r74,2026-06-13
ex241,E4M3FN packed multiply high byte times low byte,sigpair_exp_mag_table,"sign xor, effective exponent sum, and direct significand-pair table",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 30576 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex241,E4M3FN packed multiply high byte times low byte,product_split_exp_mant,"shared product key, split exponent and mantissa output functions",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 53200 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex246,E5M2FN packed multiply high byte times low byte,sigpair_exp_mag_table,"sign xor, effective exponent sum, and direct significand-pair table",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 10507 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex246,E5M2FN packed multiply high byte times low byte,product_split_exp_mant,"shared product key, split exponent and mantissa output functions",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 25296 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex247,E5M2FN packed division low byte over high byte,flat_delta_sigpair_mag,"shared exponent delta and sigpair key, flat exact magnitude table",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 25300 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex247,E5M2FN packed division low byte over high byte,den_nested_delta_num_mag,"denominator-major nested tables, local delta/numerator residual",frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 20124 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex248,E5M2FN packed fmod low byte modulo high byte,magpair_remainder_table,shared special-case shell and direct magnitude-pair remainder table,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 104305 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex248,E5M2FN packed fmod low byte modulo high byte,den_group_remainder_table,denominator-major grouped exact remainder tables,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 63360 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex260,signed_digit2_block_recomposition,2x2 signed digit decomposition with shifted cross products,frontend-only r74; materially distinct source family; current_frontend_adp=1144,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 2121 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex260,signed_signbit_offset_product,unsigned low3 product plus folded signbit offset correction,frontend-only r74; materially distinct source family; current_frontend_adp=1144,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 1804 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex265,udiv_parallel_quotient_thresholds,descending q*b threshold ladder,frontend-only r74; materially distinct source family; current_frontend_adp=504,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 3100 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex265,udiv_divisor_constant_actions,divisor-keyed constant quotient arms,frontend-only r74; materially distinct source family; current_frontend_adp=504,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 640 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex266,udiv_parallel_quotient_thresholds,descending q*b threshold ladder,frontend-only r74; materially distinct source family; current_frontend_adp=1480,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 26896 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex266,udiv_divisor_constant_actions,divisor-keyed constant quotient arms,frontend-only r74; materially distinct source family; current_frontend_adp=1480,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 3172 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
ex267,udiv_parallel_quotient_thresholds,descending q*b threshold ladder,frontend-only r74; materially distinct source family; current_frontend_adp=4080,frontend_source_parallel_round74_20260613_1439/,medium,explore,medium,tested_nonwinning,official OK ADP 150708 did not beat current global frontend best/reference,coordinator-round74,2026-06-13
