case,domain,agent_id,hypothesis,variant,method_signature,stage,status,reason,verilog_path,aig_path,log_path,next_action,notes
ex282,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_direct,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex283,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_boundary,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex283,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_wide,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex283,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_direct,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex284,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_boundary,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex284,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_wide,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex284,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_direct,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k4_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k4_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k4_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k4_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k4_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k4_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k4_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k4_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex285,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k4_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k4_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k4_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k4_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k4_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k4_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k4_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k4_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k6_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k6_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k6_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k6_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k6_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k6_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k6_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k6_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k5_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k6_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k6_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f10_k6_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k6_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k6_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k6_onehot_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_symmetry_cofactor_classonehot,interleave_f00_k6_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k6_case_global.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex290,unknown,unknown-b-agent,,,ex290|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,official_evaluate,,semantic smoke candidate for high-level descriptor,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/verilog/ex290_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/aigs/ex290_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/logs/ex290_state_ir2_linear_abc_g_aig.evaluate.log,,recorded by unknown-b-agent
ex291,unknown,unknown-b-agent,,,ex291|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,official_evaluate,,semantic smoke candidate for high-level descriptor,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/verilog/ex291_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/aigs/ex291_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/logs/ex291_state_ir2_linear_abc_g_aig.evaluate.log,,recorded by unknown-b-agent
ex292,unknown,unknown-b-agent,,,ex292|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,official_evaluate,,semantic smoke candidate for high-level descriptor,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/verilog/ex292_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/aigs/ex292_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/logs/ex292_state_ir2_linear_abc_g_aig.evaluate.log,,recorded by unknown-b-agent
ex293,unknown,unknown-b-agent,,,ex293|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,official_evaluate,,semantic smoke candidate for high-level descriptor,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/verilog/ex293_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/aigs/ex293_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/logs/ex293_state_ir2_linear_abc_g_aig.evaluate.log,,recorded by unknown-b-agent
ex294,unknown,unknown-b-agent,,,ex294|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,official_evaluate,,semantic smoke candidate for high-level descriptor,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/verilog/ex294_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/aigs/ex294_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/logs/ex294_state_ir2_linear_abc_g_aig.evaluate.log,,recorded by unknown-b-agent
ex295,unknown,unknown-b-agent,,,ex295|cyclic 2-bit-symbol rot2/cell descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|2-bit-cell rot2 xor descriptor emitted directly|word-level direct assign,official_evaluate,,semantic smoke candidate for high-level descriptor,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/verilog/ex295_cell_rot2_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/aigs/ex295_cell_rot2_xor_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/logs/ex295_cell_rot2_xor_abc_g_aig.evaluate.log,,recorded by unknown-b-agent
ex296,unknown,unknown-b-agent,,,ex296|odd/open-boundary I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|open-boundary I+R^-2 descriptor emitted directly|word-level direct assign,official_evaluate,,semantic smoke candidate for high-level descriptor,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/verilog/ex296_open_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/aigs/ex296_open_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/logs/ex296_open_state_ir2_linear_abc_g_aig.evaluate.log,,recorded by unknown-b-agent
