case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex276,integer,integer-agent,ex276_cofbdd4_reverse_synth_preset_d8,ex276|cofactored_local_BDD_can_reduce_mid-bit_classifier_delay|4-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d8|unsigned_floor_isqrt|whole_sqrt_word,,,111,11,1221,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_cofbdd4_reverse_synth_preset_d8.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_cofbdd4_reverse_synth_preset_d8.evaluate.log,official evaluate.py returncode=0
ex276,integer,integer-agent,ex276_cofbdd4_reverse_synth_preset_d10,ex276|cofactored_local_BDD_can_reduce_mid-bit_classifier_delay|4-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,,,111,11,1221,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_cofbdd4_reverse_synth_preset_d10.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_cofbdd4_reverse_synth_preset_d10.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_prefix5_ge_tree_lsb_abc_g_aig,ex277|larger_prefix_range_word_tree_may_beat_cofactor_BDD_on_ADP|prefix5_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,,,249,15,3735,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_prefix5_ge_tree_lsb_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_prefix5_ge_tree_lsb_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_prefix5_ge_tree_lsb_synth_preset_d10,ex277|larger_prefix_range_word_tree_may_beat_cofactor_BDD_on_ADP|prefix5_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,,,247,15,3705,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_prefix5_ge_tree_lsb_synth_preset_d10.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_prefix5_ge_tree_lsb_synth_preset_d10.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_prefix5_ge_tree_lsb_synth_preset_d12,ex277|larger_prefix_range_word_tree_may_beat_cofactor_BDD_on_ADP|prefix5_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d12|unsigned_floor_isqrt|whole_sqrt_word,,,247,15,3705,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_prefix5_ge_tree_lsb_synth_preset_d12.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_prefix5_ge_tree_lsb_synth_preset_d12.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_cofbdd5_reverse_abc_g_aig,ex277|deeper_cofactor_split_may_reduce_local_BDD_delay_enough_for_ex277|5-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,,,257,12,3084,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_cofbdd5_reverse_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_cofbdd5_reverse_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_cofbdd5_reverse_synth_preset_d10,ex277|deeper_cofactor_split_may_reduce_local_BDD_delay_enough_for_ex277|5-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,,,245,13,3185,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_cofbdd5_reverse_synth_preset_d10.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_cofbdd5_reverse_synth_preset_d10.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_cofbdd5_reverse_synth_preset_d12,ex277|deeper_cofactor_split_may_reduce_local_BDD_delay_enough_for_ex277|5-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d12|unsigned_floor_isqrt|whole_sqrt_word,,,245,13,3185,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_cofbdd5_reverse_synth_preset_d12.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_cofbdd5_reverse_synth_preset_d12.evaluate.log,official evaluate.py returncode=0
ex256,integer,integer-agent,ex256_current_frontend_replay_post_resyn2,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_resyn2|unsigned_low5_high5_multiply|full_product_word,,,158,18,2844,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_resyn2.evaluate.log,official evaluate.py returncode=0
ex256,integer,integer-agent,ex256_current_frontend_replay_post_dch,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_dch|unsigned_low5_high5_multiply|full_product_word,,,158,18,2844,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_dch.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_current_frontend_replay_post_resyn2,ex260|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_reverse_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_resyn2|signed_low4_high4_multiply|full_product_word,,,88,13,1144,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_current_frontend_replay_post_resyn2.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_current_frontend_replay_post_dch,ex260|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_reverse_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_dch|signed_low4_high4_multiply|full_product_word,,,88,13,1144,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_current_frontend_replay_post_dch.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_current_frontend_replay_post_resyn2,ex261|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_resyn2|signed_low5_high5_multiply|full_product_word,,,164,18,2952,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_current_frontend_replay_post_resyn2.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_current_frontend_replay_post_dch,ex261|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_dch|signed_low5_high5_multiply|full_product_word,,,164,18,2952,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_current_frontend_replay_post_dch.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_current_frontend_replay_post_resyn2,ex266|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor_bit-BDD_word-mux_replay_from_current_frontend_best|existing_shared_quotient-word_mux|post_resyn2|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,150,11,1650,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_current_frontend_replay_post_resyn2.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_current_frontend_replay_post_dch,ex266|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor_bit-BDD_word-mux_replay_from_current_frontend_best|existing_shared_quotient-word_mux|post_dch|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,150,11,1650,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_current_frontend_replay_post_dch.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_current_frontend_replay_post_resyn2,ex270|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|triangular_square_Wallace_csel5_replay_from_current_frontend_best|existing_shared_cross_terms_and_square_compressor_rows|post_resyn2|unsigned_square_x*x|full_square_word,,,190,17,3230,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_current_frontend_replay_post_resyn2.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_current_frontend_replay_post_dch,ex270|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|triangular_square_Wallace_csel5_replay_from_current_frontend_best|existing_shared_cross_terms_and_square_compressor_rows|post_dch|unsigned_square_x*x|full_square_word,,,190,17,3230,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_current_frontend_replay_post_dch.evaluate.log,official evaluate.py returncode=0
ex276,integer,integer-agent,ex276_current_frontend_replay_post_resyn2,ex276|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|prefix4_shared-ge_bitwise_replay_from_current_frontend_best|existing_shared_range_predicates_across_output_bits|post_resyn2|unsigned_floor_isqrt|whole_sqrt_word,,,112,11,1232,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_current_frontend_replay_post_resyn2.evaluate.log,official evaluate.py returncode=0
ex276,integer,integer-agent,ex276_current_frontend_replay_post_dch,ex276|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|prefix4_shared-ge_bitwise_replay_from_current_frontend_best|existing_shared_range_predicates_across_output_bits|post_dch|unsigned_floor_isqrt|whole_sqrt_word,,,113,11,1243,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_current_frontend_replay_post_dch.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_current_frontend_replay_post_resyn2,ex277|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor-4_reverse_BDD_replay_from_current_frontend_best|existing_local_BDDs_and_shared_word_mux|post_resyn2|unsigned_floor_isqrt|whole_sqrt_word,,,243,13,3159,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_current_frontend_replay_post_resyn2.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_current_frontend_replay_post_resyn2.evaluate.log,official evaluate.py returncode=0
ex277,integer,integer-agent,ex277_current_frontend_replay_post_dch,ex277|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor-4_reverse_BDD_replay_from_current_frontend_best|existing_local_BDDs_and_shared_word_mux|post_dch|unsigned_floor_isqrt|whole_sqrt_word,,,243,13,3159,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/aigs/ex277_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_current_frontend_replay_post_dch.evaluate.log,official evaluate.py returncode=0
ex285,unknown,unknown-a-agent,ex285_unknown_bucket_count_classifier_case_zero,ex285|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_bucket_count_classifier_case_zero/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_bucket_count_classifier_case_zero.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_bucket_count_classifier_case_zero,ex286|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_bucket_count_classifier_case_zero/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_bucket_count_classifier_case_zero.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_bucket_count_classifier_case_zero,ex287|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_bucket_count_classifier_case_zero/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_bucket_count_classifier_case_zero.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_bucket_count_classifier_case_zero,ex288|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_bucket_count_classifier_case_zero/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_bucket_count_classifier_case_zero.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_bucket_count_classifier_case_zero,ex289|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_bucket_count_classifier_case_zero/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_bucket_count_classifier_case_zero.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global_xor.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor.evaluate.log,
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/official_eval/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor/ex289.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor.evaluate.log,
ex280,unknown,unknown-a-agent,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex280|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,
ex280,unknown,unknown-a-agent,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex280|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,
ex281,unknown,unknown-a-agent,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex281|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/official_eval/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex281.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,
ex281,unknown,unknown-a-agent,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex281|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/official_eval/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2/ex281.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,
ex282,unknown,unknown-a-agent,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex282|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/official_eval/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex282.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,
ex282,unknown,unknown-a-agent,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex282|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/official_eval/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2/ex282.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,
