case,domain,agent_id,method_signature,shared_structure,sharing_scope,estimated_benefit,evidence_path,notes
ex200,bf16,bf16-agent,ex200|bf16_exp_unary_semantic_shell|current_frontend_seed_copy|shared special-case decode plus direct mantissa LUT|yosys_abc_g_aig|DAZ+exp+BF16_RNE+FTZ|full word output grouped by sign_exp/mant,,full word output grouped by sign_exp/mant,,,
ex285,unknown,unknown-a-agent,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/verilog/ex285_unknown_symcof_interleave_f00_k4_case_global.v,
ex285,unknown,unknown-a-agent,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/verilog/ex285_unknown_symcof_interleave_f00_k5_onehot_global.v,
ex285,unknown,unknown-a-agent,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/verilog/ex285_unknown_symcof_interleave_f00_k5_case_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f10_k4_onehot_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f10_k4_case_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f10_k5_onehot_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f10_k5_case_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4_onehot_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4_case_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f00_k5_onehot_global.v,
ex286,unknown,unknown-a-agent,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/verilog/ex286_unknown_symcof_interleave_f00_k5_case_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f10_k5_onehot_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f10_k5_case_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f10_k6_onehot_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f10_k6_case_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f00_k5_onehot_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f00_k5_case_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6_onehot_global.v,
ex287,unknown,unknown-a-agent,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6_case_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f10_k5_onehot_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f10_k5_case_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f10_k6_onehot_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f10_k6_case_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f00_k5_onehot_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f00_k5_case_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f00_k6_onehot_global.v,
ex288,unknown,unknown-a-agent,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,global_bdd_node_sharing,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/verilog/ex288_unknown_symcof_interleave_f00_k6_case_global.v,
ex290,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 4190, ""family"": ""state_ir2_descriptor"", ""order"": [0, 11, 1, 10, 2, 9, 3, 8, 4, 7, 5, 6], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 4190, ""family"": ""state_ir2_descriptor"", ""order"": [0, 11, 1, 10, 2, 9, 3, 8, 4, 7, 5, 6], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex290,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 5577, ""family"": ""state_ir2_descriptor"", ""order"": [5, 6, 4, 7, 3, 8, 2, 9, 1, 10, 0, 11], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 5577, ""family"": ""state_ir2_descriptor"", ""order"": [5, 6, 4, 7, 3, 8, 2, 9, 1, 10, 0, 11], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex291,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 7734, ""family"": ""state_ir2_descriptor"", ""order"": [0, 12, 1, 11, 2, 10, 3, 9, 4, 8, 5, 7, 6], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 7734, ""family"": ""state_ir2_descriptor"", ""order"": [0, 12, 1, 11, 2, 10, 3, 9, 4, 8, 5, 7, 6], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex291,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 11842, ""family"": ""state_ir2_descriptor"", ""order"": [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 11842, ""family"": ""state_ir2_descriptor"", ""order"": [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex292,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 13734, ""family"": ""state_ir2_descriptor"", ""order"": [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 13734, ""family"": ""state_ir2_descriptor"", ""order"": [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex292,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 23236, ""family"": ""state_ir2_descriptor"", ""order"": [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0, 13], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 23236, ""family"": ""state_ir2_descriptor"", ""order"": [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0, 13], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex293,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 23768, ""family"": ""state_ir2_descriptor"", ""order"": [0, 14, 1, 13, 2, 12, 3, 11, 4, 10, 5, 9, 6, 8, 7], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 23768, ""family"": ""state_ir2_descriptor"", ""order"": [0, 14, 1, 13, 2, 12, 3, 11, 4, 10, 5, 9, 6, 8, 7], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex293,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 45632, ""family"": ""state_ir2_descriptor"", ""order"": [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 45632, ""family"": ""state_ir2_descriptor"", ""order"": [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex294,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 41652, ""family"": ""state_ir2_descriptor"", ""order"": [0, 15, 1, 14, 2, 13, 3, 12, 4, 11, 5, 10, 6, 9, 7, 8], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 65536 rows"", ""roots"": 16, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 41652, ""family"": ""state_ir2_descriptor"", ""order"": [0, 15, 1, 14, 2, 13, 3, 12, 4, 11, 5, 10, 6, 9, 7, 8], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 65536 rows"", ""roots"": 16, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex294,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 85840, ""family"": ""state_ir2_descriptor"", ""order"": [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0, 15], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 65536 rows"", ""roots"": 16, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 85840, ""family"": ""state_ir2_descriptor"", ""order"": [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0, 15], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 65536 rows"", ""roots"": 16, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex295,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 5745, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 1, 2, 3, 10, 11, 4, 5, 8, 9, 6, 7], ""order_name"": ""cell_delta_order"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 5745, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 1, 2, 3, 10, 11, 4, 5, 8, 9, 6, 7], ""order_name"": ""cell_delta_order"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex295,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 5913, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 11, 1, 10, 2, 9, 3, 8, 4, 7, 5, 6], ""order_name"": ""cell_delta_outside_in"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 5913, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 11, 1, 10, 2, 9, 3, 8, 4, 7, 5, 6], ""order_name"": ""cell_delta_outside_in"", ""python_model_status"": ""exact Python model over 4096 rows"", ""roots"": 12, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex296,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 8476, ""family"": ""open_state_ir2_descriptor"", ""order"": [0, 12, 1, 11, 2, 10, 3, 9, 4, 8, 5, 7, 6], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 8476, ""family"": ""open_state_ir2_descriptor"", ""order"": [0, 12, 1, 11, 2, 10, 3, 9, 4, 8, 5, 7, 6], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex296,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 8923, ""family"": ""open_state_ir2_descriptor"", ""order"": [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 8923, ""family"": ""open_state_ir2_descriptor"", ""order"": [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 8192 rows"", ""roots"": 13, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex297,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 23128, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 1, 2, 3, 12, 13, 4, 5, 10, 11, 6, 7, 8, 9], ""order_name"": ""cell_delta_order"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 23128, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 1, 2, 3, 12, 13, 4, 5, 10, 11, 6, 7, 8, 9], ""order_name"": ""cell_delta_order"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex297,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 23852, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], ""order_name"": ""cell_delta_outside_in"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 23852, ""family"": ""cell_rot2_descriptor"", ""order"": [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], ""order_name"": ""cell_delta_outside_in"", ""python_model_status"": ""exact Python model over 16384 rows"", ""roots"": 14, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex298,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 31591, ""family"": ""open_state_ir2_descriptor"", ""order"": [0, 14, 1, 13, 2, 12, 3, 11, 4, 10, 5, 9, 6, 8, 7], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 31591, ""family"": ""open_state_ir2_descriptor"", ""order"": [0, 14, 1, 13, 2, 12, 3, 11, 4, 10, 5, 9, 6, 8, 7], ""order_name"": ""state_delta_outside_in"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
ex298,unknown,unknown-b-agent,,shared BDD nodes over descriptor key,,"{""bdd_nodes"": 34164, ""family"": ""open_state_ir2_descriptor"", ""order"": [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}",,"{""bdd_nodes"": 34164, ""family"": ""open_state_ir2_descriptor"", ""order"": [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0], ""order_name"": ""state_delta_center_out"", ""python_model_status"": ""exact Python model over 32768 rows"", ""roots"": 15, ""transform"": ""key[0]=in[0]; key[1]=in[1]; key[i]=in[i]^in[i-2]"", ""unreachable_key_count"": 0}"
