case,domain,agent_id,candidate_id,method_signature,sim_tool,sim_status,tests_run,failures,log_path,notes
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k5_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k5_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k4_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k4_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k5_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k5_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k5_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k5_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k6_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k6_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k5_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k5_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k6_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k6_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k5_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k5_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k6_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k6_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k5_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k5_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k6_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k6_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex290,unknown,unknown-b-agent,ex290_state_ir2_descriptor_state_delta_outside_in,ex290|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex290,unknown,unknown-b-agent,ex290_state_ir2_descriptor_state_delta_center_out,ex290|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex290,unknown,unknown-b-agent,ex290_state_ir2_linear_abc_g_aig,ex290|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,not_run,not_run,,,,
ex291,unknown,unknown-b-agent,ex291_state_ir2_descriptor_state_delta_outside_in,ex291|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex291,unknown,unknown-b-agent,ex291_state_ir2_descriptor_state_delta_center_out,ex291|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex291,unknown,unknown-b-agent,ex291_state_ir2_linear_abc_g_aig,ex291|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,not_run,not_run,,,,
ex292,unknown,unknown-b-agent,ex292_state_ir2_descriptor_state_delta_outside_in,ex292|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex292,unknown,unknown-b-agent,ex292_state_ir2_descriptor_state_delta_center_out,ex292|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex292,unknown,unknown-b-agent,ex292_state_ir2_linear_abc_g_aig,ex292|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,not_run,not_run,,,,
ex293,unknown,unknown-b-agent,ex293_state_ir2_descriptor_state_delta_outside_in,ex293|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex293,unknown,unknown-b-agent,ex293_state_ir2_descriptor_state_delta_center_out,ex293|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex293,unknown,unknown-b-agent,ex293_state_ir2_linear_abc_g_aig,ex293|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,not_run,not_run,,,,
ex294,unknown,unknown-b-agent,ex294_state_ir2_descriptor_state_delta_outside_in,ex294|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex294,unknown,unknown-b-agent,ex294_state_ir2_descriptor_state_delta_center_out,ex294|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|global state descriptor roots,not_run,not_run,,,,
ex294,unknown,unknown-b-agent,ex294_state_ir2_linear_abc_g_aig,ex294|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,not_run,not_run,,,,
ex295,unknown,unknown-b-agent,ex295_cell_rot2_descriptor_cell_delta_order,ex295|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|pair-cell descriptor roots,not_run,not_run,,,,
ex295,unknown,unknown-b-agent,ex295_cell_rot2_descriptor_cell_delta_outside_in,ex295|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|pair-cell descriptor roots,not_run,not_run,,,,
ex295,unknown,unknown-b-agent,ex295_cell_rot2_xor_abc_g_aig,ex295|cyclic 2-bit-symbol rot2/cell descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|2-bit-cell rot2 xor descriptor emitted directly|word-level direct assign,not_run,not_run,,,,
ex296,unknown,unknown-b-agent,ex296_open_state_ir2_descriptor_state_delta_outside_in,ex296|odd/open-boundary I+R^-2 state descriptor|open_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|open-boundary state descriptor roots,not_run,not_run,,,,
ex296,unknown,unknown-b-agent,ex296_open_state_ir2_descriptor_state_delta_center_out,ex296|odd/open-boundary I+R^-2 state descriptor|open_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|open-boundary state descriptor roots,not_run,not_run,,,,
ex296,unknown,unknown-b-agent,ex296_open_state_ir2_linear_abc_g_aig,ex296|odd/open-boundary I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|open-boundary I+R^-2 descriptor emitted directly|word-level direct assign,not_run,not_run,,,,
ex297,unknown,unknown-b-agent,ex297_cell_rot2_descriptor_cell_delta_order,ex297|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|pair-cell descriptor roots,not_run,not_run,,,,
ex297,unknown,unknown-b-agent,ex297_cell_rot2_descriptor_cell_delta_outside_in,ex297|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|pair-cell descriptor roots,not_run,not_run,,,,
ex297,unknown,unknown-b-agent,ex297_cell_rot2_xor_abc_g_aig,ex297|cyclic 2-bit-symbol rot2/cell descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|2-bit-cell rot2 xor descriptor emitted directly|word-level direct assign,not_run,not_run,,,,
ex298,unknown,unknown-b-agent,ex298_open_state_ir2_descriptor_state_delta_outside_in,ex298|odd/open-boundary I+R^-2 state descriptor|open_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|open-boundary state descriptor roots,not_run,not_run,,,,
ex298,unknown,unknown-b-agent,ex298_open_state_ir2_descriptor_state_delta_center_out,ex298|odd/open-boundary I+R^-2 state descriptor|open_state_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|open-boundary state descriptor roots,not_run,not_run,,,,
ex298,unknown,unknown-b-agent,ex298_open_state_ir2_linear_abc_g_aig,ex298|odd/open-boundary I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|open-boundary I+R^-2 descriptor emitted directly|word-level direct assign,not_run,not_run,,,,
ex299,unknown,unknown-b-agent,ex299_cell_rot2_descriptor_cell_delta_order,ex299|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|pair-cell descriptor roots,not_run,not_run,,,,
ex299,unknown,unknown-b-agent,ex299_cell_rot2_descriptor_cell_delta_outside_in,ex299|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|pre_synth_node_screen|official_truth_exact_descriptor|pair-cell descriptor roots,not_run,not_run,,,,
ex299,unknown,unknown-b-agent,ex299_cell_rot2_xor_abc_g_aig,ex299|cyclic 2-bit-symbol rot2/cell descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|2-bit-cell rot2 xor descriptor emitted directly|word-level direct assign,not_run,not_run,,,,
