case,family_id,tool,tool_chain,command,params_json,attempts,equivalent_count,new_pareto_count,timeout_count,failure_count,best_delta_adp,best_delta_area,best_delta_delay,recent_attempts,recent_new_pareto_count,recent_success_rate
ex207,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-35313,-256,-1,1,0,0.000
ex207,alt01,abc,abc_resyn2rs,resyn2rs,{},2,2,0,0,0,-3840,-192,0,2,0,0.000
ex207,alt01,abc,abc_resyn3,resyn3,{},2,2,0,0,0,-2140,-107,0,2,0,0.000
ex207,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},3,3,0,0,0,-41033,-542,-1,3,0,0.000
ex207,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex207,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-94803,-153,-3,1,0,0.000
ex207,alt02,abc,abc_compress2,compress2,{},7,7,0,0,0,-3439,-181,0,7,0,0.000
ex207,alt02,abc,abc_compress2rs,compress2rs,{},7,7,0,0,0,-4997,-263,0,7,0,0.000
ex207,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-96779,-257,-3,1,0,0.000
ex207,alt02,abc,abc_dc2_dch,dc2_dch,{},7,7,0,0,0,-6821,-359,0,7,0,0.000
ex207,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-98964,-372,-3,1,0,0.000
ex207,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},7,7,0,0,0,-5719,-301,0,7,0,0.000
ex207,alt02,abc,abc_dch_dc2,dch_dc2,{},7,7,0,0,0,-6878,-362,0,7,0,0.000
ex207,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-95981,-215,-3,1,0,0.000
ex207,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-96684,-252,-3,1,0,0.000
ex207,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-96380,-236,-3,1,0,0.000
ex207,alt02,abc,abc_resyn2rs,resyn2rs,{},7,7,0,0,0,-4484,-236,0,7,0,0.000
ex207,alt02,abc,abc_resyn3,resyn3,{},7,7,0,0,0,-1710,-90,0,7,0,0.000
ex207,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},8,8,0,0,0,-94005,-111,-3,8,0,0.000
ex207,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex207,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-71648,-204,-2,1,0,0.000
ex207,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-82148,-729,-2,1,0,0.000
ex207,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-84668,-855,-2,1,0,0.000
ex207,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-72828,-263,-2,1,0,0.000
ex207,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-73148,-279,-2,1,0,0.000
ex207,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-72988,-271,-2,1,0,0.000
ex207,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,79002,3591,0,1,0,0.000
ex207,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex207,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-81210,-286,-2,1,0,0.000
ex207,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-97588,-1148,-2,1,0,0.000
ex207,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-104998,-1538,-2,1,0,0.000
ex207,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-83471,-405,-2,1,0,0.000
ex207,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-88240,-656,-2,1,0,0.000
ex207,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-84022,-434,-2,1,0,0.000
ex207,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,-20828,2892,-2,1,0,0.000
ex207,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex208,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2531,-26,-1,1,0,0.000
ex208,current,abc,abc_compress2,compress2,{},22,22,0,0,0,-588,-59,0,22,0,0.000
ex208,current,abc,abc_compress2rs,compress2rs,{},22,22,2,0,0,-1890,-135,0,22,2,0.091
ex208,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-3049,-63,-1,1,0,0.000
ex208,current,abc,abc_dc2_dch,dc2_dch,{},22,22,0,0,0,-1274,-91,0,22,0,0.000
ex208,current,abc,abc_dch,dch,{},1,1,1,0,0,-3231,-76,-1,1,1,1.000
ex208,current,abc,abc_dch_bal_rw,dch_bal_rw,{},22,22,0,0,0,-2347,-63,-1,22,0,0.000
ex208,current,abc,abc_dch_dc2,dch_dc2,{},22,22,0,0,0,-2849,-77,-1,22,0,0.000
ex208,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-2657,-35,-1,1,0,0.000
ex208,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2769,-43,-1,1,0,0.000
ex208,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2671,-36,-1,1,0,0.000
ex208,current,abc,abc_resyn2rs,resyn2rs,{},22,22,1,0,0,-2989,-101,-1,22,1,0.045
ex208,current,abc,abc_resyn3,resyn3,{},22,22,0,0,0,-434,-31,0,22,0,0.000
ex208,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},23,23,0,0,0,1893,265,-1,23,0,0.000
ex208,current,culs,culs_resyn2,resyn2,{},18,18,2,0,0,-117,-10,0,18,2,0.111
ex208,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",37,37,3,0,0,-14,-1,0,37,3,0.081
ex208,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",37,37,5,0,0,-56,-20,0,37,5,0.135
ex208,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",37,37,2,0,0,-70,-20,0,37,2,0.054
ex208,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",37,37,8,0,0,-260,-20,0,37,8,0.216
ex208,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex208,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2586,-27,-1,1,0,0.000
ex208,alt01,abc,abc_compress2,compress2,{},5,5,0,0,0,-336,-43,0,5,0,0.000
ex208,alt01,abc,abc_compress2rs,compress2rs,{},5,5,0,0,0,606,-105,1,5,0,0.000
ex208,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-870,-58,0,1,0,0.000
ex208,alt01,abc,abc_dc2_dch,dc2_dch,{},5,5,0,0,0,-896,-65,0,5,0,0.000
ex208,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-2908,-50,-1,1,0,0.000
ex208,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},5,5,0,0,0,-658,-47,0,5,0,0.000
ex208,alt01,abc,abc_dch_dc2,dch_dc2,{},5,5,0,0,0,-546,-53,0,5,0,0.000
ex208,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-2726,-37,-1,1,0,0.000
ex208,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2880,-48,-1,1,0,0.000
ex208,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2740,-38,-1,1,0,0.000
ex208,alt01,abc,abc_resyn2rs,resyn2rs,{},5,5,0,0,0,-1162,-83,0,5,0,0.000
ex208,alt01,abc,abc_resyn3,resyn3,{},5,5,0,0,0,-434,-31,0,5,0,0.000
ex208,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},6,6,2,0,0,1668,468,-2,6,2,0.333
ex208,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex208,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2731,-33,-1,1,0,0.000
ex208,alt02,abc,abc_compress2,compress2,{},5,5,0,0,0,-546,-39,0,5,0,0.000
ex208,alt02,abc,abc_compress2rs,compress2rs,{},5,5,0,0,0,-1442,-103,0,5,0,0.000
ex208,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-3263,-71,-1,1,0,0.000
ex208,alt02,abc,abc_dc2_dch,dc2_dch,{},5,5,0,0,0,-1120,-80,0,5,0,0.000
ex208,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-3389,-80,-1,1,0,0.000
ex208,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},5,5,0,0,0,-644,-46,0,5,0,0.000
ex208,alt02,abc,abc_dch_dc2,dch_dc2,{},5,5,0,0,0,-910,-65,0,5,0,0.000
ex208,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-2885,-44,-1,1,0,0.000
ex208,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-3263,-71,-1,1,0,0.000
ex208,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2969,-50,-1,1,0,0.000
ex208,alt02,abc,abc_resyn2rs,resyn2rs,{},5,5,0,0,0,-1148,-82,0,5,0,0.000
ex208,alt02,abc,abc_resyn3,resyn3,{},5,5,0,0,0,-504,-36,0,5,0,0.000
ex208,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},6,6,0,0,0,5557,559,-1,6,0,0.000
ex208,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex208,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2549,-16,-1,1,0,0.000
ex208,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-2955,-45,-1,1,0,0.000
ex208,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-3165,-60,-1,1,0,0.000
ex208,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-2605,-20,-1,1,0,0.000
ex208,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2843,-37,-1,1,0,0.000
ex208,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2647,-23,-1,1,0,0.000
ex208,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,2323,332,-1,1,0,0.000
ex208,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex208,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2232,-10,-1,1,0,0.000
ex208,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-2504,-27,-1,1,0,0.000
ex208,alt04,abc,abc_dch,dch,{},1,1,1,0,0,-2552,-30,-1,1,1,1.000
ex208,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-2296,-14,-1,1,0,0.000
ex208,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2440,-23,-1,1,0,0.000
ex208,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2312,-15,-1,1,0,0.000
ex208,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,8360,652,-1,1,0,0.000
ex208,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex209,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-130,-10,0,1,0,0.000
ex209,current,abc,abc_compress2,compress2,{},16,16,0,0,0,-208,-16,0,16,0,0.000
ex209,current,abc,abc_compress2rs,compress2rs,{},16,16,1,0,0,-702,-60,0,16,1,0.062
ex209,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-260,-20,0,1,0,0.000
ex209,current,abc,abc_dc2_dch,dc2_dch,{},16,16,1,0,0,-1000,-22,-1,16,1,0.062
ex209,current,abc,abc_dch,dch,{},1,1,0,0,0,-338,-26,0,1,0,0.000
ex209,current,abc,abc_dch_bal_rw,dch_bal_rw,{},16,16,0,0,0,-892,-16,-1,16,0,0.000
ex209,current,abc,abc_dch_dc2,dch_dc2,{},16,16,1,0,0,-260,-21,0,16,1,0.062
ex209,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-208,-16,0,1,0,0.000
ex209,current,abc,abc_resyn2,resyn2,{},1,1,1,0,0,-1128,-31,-1,1,1,1.000
ex209,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-208,-16,0,1,0,0.000
ex209,current,abc,abc_resyn2rs,resyn2rs,{},16,16,2,0,0,-767,-59,0,16,2,0.125
ex209,current,abc,abc_resyn3,resyn3,{},16,16,0,0,0,-247,-19,0,16,0,0.000
ex209,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},17,17,0,0,0,-84,56,-1,17,0,0.000
ex209,current,culs,culs_resyn2,resyn2,{},26,26,17,0,0,0,0,0,26,17,0.654
ex209,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",33,33,7,0,0,0,0,0,33,7,0.212
ex209,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",33,33,10,0,0,-48,-5,0,33,10,0.303
ex209,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",33,33,1,0,0,-12,-5,0,33,1,0.030
ex209,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",33,33,12,0,0,-36,-5,0,33,12,0.364
ex209,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex209,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-91,-7,0,1,0,0.000
ex209,alt01,abc,abc_compress2,compress2,{},4,4,0,0,0,-247,-19,0,4,0,0.000
ex209,alt01,abc,abc_compress2rs,compress2rs,{},4,4,1,0,0,-269,-72,0,4,1,0.250
ex209,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-338,-26,0,1,0,0.000
ex209,alt01,abc,abc_dc2_dch,dc2_dch,{},4,4,0,0,0,-351,-27,0,4,0,0.000
ex209,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-455,-35,0,1,0,0.000
ex209,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},4,4,0,0,0,-208,-16,0,4,0,0.000
ex209,alt01,abc,abc_dch_dc2,dch_dc2,{},4,4,0,0,0,-247,-19,0,4,0,0.000
ex209,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-130,-10,0,1,0,0.000
ex209,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-286,-22,0,1,0,0.000
ex209,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-156,-12,0,1,0,0.000
ex209,alt01,abc,abc_resyn2rs,resyn2rs,{},4,4,0,0,0,-767,-59,0,4,0,0.000
ex209,alt01,abc,abc_resyn3,resyn3,{},4,4,0,0,0,-182,-14,0,4,0,0.000
ex209,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},5,5,0,0,0,3,64,-1,5,0,0.000
ex209,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex209,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-360,-24,0,1,0,0.000
ex209,alt02,abc,abc_compress2,compress2,{},2,2,0,0,0,-75,-5,0,2,0,0.000
ex209,alt02,abc,abc_compress2rs,compress2rs,{},2,2,0,0,0,-555,-37,0,2,0,0.000
ex209,alt02,abc,abc_dc2,dc2,{},1,1,1,0,0,-450,-30,0,1,1,1.000
ex209,alt02,abc,abc_dc2_dch,dc2_dch,{},2,2,0,0,0,-225,-15,0,2,0,0.000
ex209,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-435,-29,0,1,0,0.000
ex209,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},2,2,0,0,0,-799,-7,-1,2,0,0.000
ex209,alt02,abc,abc_dch_dc2,dch_dc2,{},2,2,0,0,0,-135,-9,0,2,0,0.000
ex209,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-360,-24,0,1,0,0.000
ex209,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-390,-26,0,1,0,0.000
ex209,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-360,-24,0,1,0,0.000
ex209,alt02,abc,abc_resyn2rs,resyn2rs,{},2,2,1,0,0,-600,-40,0,2,1,0.500
ex209,alt02,abc,abc_resyn3,resyn3,{},2,2,0,0,0,-210,-14,0,2,0,0.000
ex209,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},3,3,0,0,0,417,82,-1,3,0,0.000
ex209,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex209,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-377,-29,0,1,0,0.000
ex209,alt03,abc,abc_compress2,compress2,{},2,2,0,0,0,-325,-25,0,2,0,0.000
ex209,alt03,abc,abc_compress2rs,compress2rs,{},2,2,0,0,0,564,-67,2,2,0,0.000
ex209,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-533,-41,0,1,0,0.000
ex209,alt03,abc,abc_dc2_dch,dc2_dch,{},2,2,0,0,0,-1622,-67,-1,2,0,0.000
ex209,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-780,-60,0,1,0,0.000
ex209,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},2,2,0,0,0,-1526,-59,-1,2,0,0.000
ex209,alt03,abc,abc_dch_dc2,dch_dc2,{},2,2,0,0,0,-1079,-83,0,2,0,0.000
ex209,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-468,-36,0,1,0,0.000
ex209,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-780,-60,0,1,0,0.000
ex209,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-390,-30,0,1,0,0.000
ex209,alt03,abc,abc_resyn2rs,resyn2rs,{},2,2,0,0,0,-793,-61,0,2,0,0.000
ex209,alt03,abc,abc_resyn3,resyn3,{},2,2,0,0,0,-299,-23,0,2,0,0.000
ex209,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},3,3,0,0,0,832,64,0,3,0,0.000
ex209,alt03,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",1,1,0,0,0,0,0,0,1,0,0.000
ex209,alt03,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",1,1,0,0,0,484,-16,1,1,0,0.000
ex209,alt03,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",1,1,0,0,0,484,-16,1,1,0,0.000
ex209,alt03,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",1,1,0,0,0,-192,-16,0,1,0,0.000
ex209,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex209,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-982,-11,-1,1,0,0.000
ex209,alt04,abc,abc_compress2,compress2,{},1,1,0,0,0,-507,-39,0,1,0,0.000
ex209,alt04,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,-1001,-77,0,1,0,0.000
ex209,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-1216,-29,-1,1,0,0.000
ex209,alt04,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,-260,-20,0,1,0,0.000
ex209,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-1411,-44,-1,1,0,0.000
ex209,alt04,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-273,-21,0,1,0,0.000
ex209,alt04,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,-286,-22,0,1,0,0.000
ex209,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-1060,-17,-1,1,0,0.000
ex209,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-1099,-20,-1,1,0,0.000
ex209,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-1073,-18,-1,1,0,0.000
ex209,alt04,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-988,-76,0,1,0,0.000
ex209,alt04,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-312,-24,0,1,0,0.000
ex209,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,-176,51,-1,2,0,0.000
ex209,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex210,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2316,-6,-1,1,0,0.000
ex210,current,abc,abc_compress2,compress2,{},14,14,0,0,0,-182,-13,0,14,0,0.000
ex210,current,abc,abc_compress2rs,compress2rs,{},14,14,0,0,0,-1008,-72,0,14,0,0.000
ex210,current,abc,abc_dc2,dc2,{},1,1,1,0,0,-2596,-26,-1,1,1,1.000
ex210,current,abc,abc_dc2_dch,dc2_dch,{},14,14,0,0,0,-476,-34,0,14,0,0.000
ex210,current,abc,abc_dch,dch,{},1,1,0,0,0,-2554,-23,-1,1,0,0.000
ex210,current,abc,abc_dch_bal_rw,dch_bal_rw,{},14,14,0,0,0,-350,-25,0,14,0,0.000
ex210,current,abc,abc_dch_dc2,dch_dc2,{},14,14,0,0,0,-504,-36,0,14,0,0.000
ex210,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-2400,-12,-1,1,0,0.000
ex210,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2414,-13,-1,1,0,0.000
ex210,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2428,-14,-1,1,0,0.000
ex210,current,abc,abc_resyn2rs,resyn2rs,{},14,14,0,0,0,-798,-57,0,14,0,0.000
ex210,current,abc,abc_resyn3,resyn3,{},14,14,0,0,0,-378,-27,0,14,0,0.000
ex210,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},15,15,0,0,0,6028,554,-1,15,0,0.000
ex210,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",5,5,0,0,0,0,0,0,5,0,0.000
ex210,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",5,5,0,0,0,-70,-11,0,5,0,0.000
ex210,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",5,5,0,0,0,-56,-10,0,5,0,0.000
ex210,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",5,5,0,0,0,-56,-10,0,5,0,0.000
ex210,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex210,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2442,-14,-1,1,0,0.000
ex210,alt01,abc,abc_compress2,compress2,{},6,6,0,0,0,-280,-20,0,6,0,0.000
ex210,alt01,abc,abc_compress2rs,compress2rs,{},6,6,1,0,0,-168,-77,0,6,1,0.167
ex210,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-2680,-31,-1,1,0,0.000
ex210,alt01,abc,abc_dc2_dch,dc2_dch,{},6,6,0,0,0,-574,-41,0,6,0,0.000
ex210,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-2666,-30,-1,1,0,0.000
ex210,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},6,6,0,0,0,-350,-25,0,6,0,0.000
ex210,alt01,abc,abc_dch_dc2,dch_dc2,{},6,6,0,0,0,-420,-30,0,6,0,0.000
ex210,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-2470,-16,-1,1,0,0.000
ex210,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2498,-18,-1,1,0,0.000
ex210,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2484,-17,-1,1,0,0.000
ex210,alt01,abc,abc_resyn2rs,resyn2rs,{},6,6,0,0,0,-868,-62,0,6,0,0.000
ex210,alt01,abc,abc_resyn3,resyn3,{},6,6,0,0,0,-504,-36,0,6,0,0.000
ex210,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},7,7,0,0,0,5580,559,-1,7,0,0.000
ex210,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex210,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2500,-18,-1,1,0,0.000
ex210,alt02,abc,abc_compress2,compress2,{},10,10,0,0,0,-210,-15,0,10,0,0.000
ex210,alt02,abc,abc_compress2rs,compress2rs,{},10,10,2,0,0,-1050,-75,0,10,2,0.200
ex210,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-2682,-31,-1,1,0,0.000
ex210,alt02,abc,abc_dc2_dch,dc2_dch,{},10,10,0,0,0,-350,-25,0,10,0,0.000
ex210,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-2738,-35,-1,1,0,0.000
ex210,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},10,10,0,0,0,-308,-22,0,10,0,0.000
ex210,alt02,abc,abc_dch_dc2,dch_dc2,{},10,10,0,0,0,-364,-26,0,10,0,0.000
ex210,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-2570,-23,-1,1,0,0.000
ex210,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2584,-24,-1,1,0,0.000
ex210,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2584,-24,-1,1,0,0.000
ex210,alt02,abc,abc_resyn2rs,resyn2rs,{},10,10,0,0,0,-952,-68,0,10,0,0.000
ex210,alt02,abc,abc_resyn3,resyn3,{},10,10,0,0,0,-252,-18,0,10,0,0.000
ex210,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},11,11,0,0,0,6236,558,-1,11,0,0.000
ex210,alt02,culs,culs_resyn2,resyn2,{},42,42,7,0,0,-56,-4,0,42,7,0.167
ex210,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",34,34,1,0,0,-14,-1,0,34,1,0.029
ex210,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",34,34,2,0,0,-126,-11,0,34,2,0.059
ex210,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",34,34,1,0,0,-126,-10,0,34,1,0.029
ex210,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",34,34,5,0,0,-140,-10,0,34,5,0.147
ex210,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex210,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2537,-20,-1,1,0,0.000
ex210,alt03,abc,abc_compress2,compress2,{},2,2,0,0,0,-84,-6,0,2,0,0.000
ex210,alt03,abc,abc_compress2rs,compress2rs,{},2,2,0,0,0,1380,-56,1,2,0,0.000
ex210,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-495,-33,0,1,0,0.000
ex210,alt03,abc,abc_dc2_dch,dc2_dch,{},2,2,0,0,0,-406,-29,0,2,0,0.000
ex210,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-2775,-37,-1,1,0,0.000
ex210,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},2,2,0,0,0,-308,-22,0,2,0,0.000
ex210,alt03,abc,abc_dch_dc2,dch_dc2,{},2,2,0,0,0,-322,-23,0,2,0,0.000
ex210,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-2579,-23,-1,1,0,0.000
ex210,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2635,-27,-1,1,0,0.000
ex210,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2593,-24,-1,1,0,0.000
ex210,alt03,abc,abc_resyn2rs,resyn2rs,{},2,2,0,0,0,-784,-56,0,2,0,0.000
ex210,alt03,abc,abc_resyn3,resyn3,{},2,2,0,0,0,-280,-20,0,2,0,0.000
ex210,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},3,3,0,0,0,6185,603,-1,3,0,0.000
ex210,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
