agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,candidate_id,hypothesis_family,diagnostic,report_path,log_path,aig_path,old_adp,descriptor_bits,output_grouping,structure_family,shared_nodes_or_terms,outputs_covered,expected_benefit,observed_qor,timestamp,family,structure,source_modules,selected_bits,order,node_count,status,equivalent,representation,transform,variable_order,anchor_key,classes,selected_output_bits,descriptor_conflicts,bdd_nodes,run_id,source_label,selector,variant,high_level_description,invariants,previous_failed_descriptions,sharing_strategy,verilog_path,evaluate_log,outcome
fp8-r10,float_fp8,ex246,ex246_r10_guard_rows4,"ex246|E5M2FN packed multiply high byte times low byte|4 exact special/boundary rows guarded before the current core fallback|tiny guard table only, not the r9 residual16 overlay|guard_rows4_aig|official_evaluate|frontend_only","tiny guard table only, not the r9 residual16 overlay",equivalent,355,25,8875,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,delay-guarded small hard-row table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex246,ex246_r10_caseattrs_optfull,ex246|E5M2FN packed multiply high byte times low byte|current source with parallel_case attributes on existing case statements|preserves existing decode but gives Yosys explicit case parallelism hints|caseattrs_optfull_aig|official_evaluate|frontend_only,preserves existing decode but gives Yosys explicit case parallelism hints,equivalent,352,23,8096,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,case attribute source-flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex247,ex247_r10_current_optfull,ex247|E5M2FN packed low-over-high division|current frontend best source with opt -full and abc -g aig|preserves current shared semantic decode and changes only frontend synthesis flow|optfull_aig|official_evaluate|frontend_only,preserves current shared semantic decode and changes only frontend synthesis flow,equivalent,249,26,6474,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,current-best source-flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex247,ex247_r10_current_muxclean,ex247|E5M2FN packed low-over-high division|current frontend best source with opt_muxtree/opt_reduce before abc -g aig|preserves current shared source while reducing mux tree shape before AIG mapping|muxclean_aig|official_evaluate|frontend_only,preserves current shared source while reducing mux tree shape before AIG mapping,equivalent,249,26,6474,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,current-best mux cleanup flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex247,ex247_r10_output_plane_split,ex247|E5M2FN packed low-over-high division|current source wrapped into high/mid/low output planes with kept plane wires|keeps the current core but asks Yosys to preserve separate output plane boundaries|plane_split_aig|official_evaluate|frontend_only,keeps the current core but asks Yosys to preserve separate output plane boundaries,equivalent,250,28,7000,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,output-plane split source shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex247,ex247_r10_guard_rows4,"ex247|E5M2FN packed low-over-high division|4 exact special/boundary rows guarded before the current core fallback|tiny guard table only, not the r9 residual16 overlay|guard_rows4_aig|official_evaluate|frontend_only","tiny guard table only, not the r9 residual16 overlay",equivalent,253,26,6578,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,delay-guarded small hard-row table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex247,ex247_r10_caseattrs_optfull,ex247|E5M2FN packed low-over-high division|current source with parallel_case attributes on existing case statements|preserves existing decode but gives Yosys explicit case parallelism hints|caseattrs_optfull_aig|official_evaluate|frontend_only,preserves existing decode but gives Yosys explicit case parallelism hints,equivalent,249,26,6474,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,case attribute source-flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex248,ex248_r10_current_optfull,ex248|E5M2FN packed fmod low by high|current frontend best source with opt -full and abc -g aig|preserves current shared semantic decode and changes only frontend synthesis flow|optfull_aig|official_evaluate|frontend_only,preserves current shared semantic decode and changes only frontend synthesis flow,equivalent,293,28,8204,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,current-best source-flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex248,ex248_r10_current_muxclean,ex248|E5M2FN packed fmod low by high|current frontend best source with opt_muxtree/opt_reduce before abc -g aig|preserves current shared source while reducing mux tree shape before AIG mapping|muxclean_aig|official_evaluate|frontend_only,preserves current shared source while reducing mux tree shape before AIG mapping,equivalent,290,27,7830,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,current-best mux cleanup flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex248,ex248_r10_output_plane_split,ex248|E5M2FN packed fmod low by high|current source wrapped into high/mid/low output planes with kept plane wires|keeps the current core but asks Yosys to preserve separate output plane boundaries|plane_split_aig|official_evaluate|frontend_only,keeps the current core but asks Yosys to preserve separate output plane boundaries,equivalent,290,28,8120,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,output-plane split source shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex248,ex248_r10_guard_rows4,"ex248|E5M2FN packed fmod low by high|4 exact special/boundary rows guarded before the current core fallback|tiny guard table only, not the r9 residual16 overlay|guard_rows4_aig|official_evaluate|frontend_only","tiny guard table only, not the r9 residual16 overlay",equivalent,294,28,8232,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,delay-guarded small hard-row table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex248,ex248_r10_caseattrs_optfull,ex248|E5M2FN packed fmod low by high|current source with parallel_case attributes on existing case statements|preserves existing decode but gives Yosys explicit case parallelism hints|caseattrs_optfull_aig|official_evaluate|frontend_only,preserves existing decode but gives Yosys explicit case parallelism hints,equivalent,293,28,8204,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,case attribute source-flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex249,ex249_r10_current_optfull,ex249|E5M2FN packed hypot abs high low|current frontend best source with opt -full and abc -g aig|preserves current shared semantic decode and changes only frontend synthesis flow|optfull_aig|official_evaluate|frontend_only,preserves current shared semantic decode and changes only frontend synthesis flow,equivalent,175,30,5250,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,current-best source-flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex249,ex249_r10_current_muxclean,ex249|E5M2FN packed hypot abs high low|current frontend best source with opt_muxtree/opt_reduce before abc -g aig|preserves current shared source while reducing mux tree shape before AIG mapping|muxclean_aig|official_evaluate|frontend_only,preserves current shared source while reducing mux tree shape before AIG mapping,equivalent,173,29,5017,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,current-best mux cleanup flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex249,ex249_r10_output_plane_split,ex249|E5M2FN packed hypot abs high low|current source wrapped into high/mid/low output planes with kept plane wires|keeps the current core but asks Yosys to preserve separate output plane boundaries|plane_split_aig|official_evaluate|frontend_only,keeps the current core but asks Yosys to preserve separate output plane boundaries,equivalent,176,29,5104,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,output-plane split source shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex249,ex249_r10_guard_rows4,"ex249|E5M2FN packed hypot abs high low|4 exact special/boundary rows guarded before the current core fallback|tiny guard table only, not the r9 residual16 overlay|guard_rows4_aig|official_evaluate|frontend_only","tiny guard table only, not the r9 residual16 overlay",equivalent,177,31,5487,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,delay-guarded small hard-row table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-r10,float_fp8,ex249,ex249_r10_caseattrs_optfull,ex249|E5M2FN packed hypot abs high low|current source with parallel_case attributes on existing case statements|preserves existing decode but gives Yosys explicit case parallelism hints|caseattrs_optfull_aig|official_evaluate|frontend_only,preserves existing decode but gives Yosys explicit case parallelism hints,equivalent,175,30,5250,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-r10/shared_structure_report.csv,case attribute source-flow probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex204,ex204_r8_flow_optfull_aig,ex204|current_source_frontend_flow_probe|ex204_r8_flow_optfull_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|optfull_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,equivalent_nonwinning,1569,20,31380,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v; evaluate.py exit 0; elapsed 1.033s; yosys optfull_aig exit 0; elapsed 4.185s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex204,ex204_r8_flow_muxclean_aig,ex204|current_source_frontend_flow_probe|ex204_r8_flow_muxclean_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|muxclean_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,equivalent_nonwinning,1540,17,26180,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v; evaluate.py exit 0; elapsed 1.015s; yosys muxclean_aig exit 0; elapsed 5.342s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex204,ex204_r8_caseattrs_abc_g_aig,ex204|current_source_caseattrs_probe|ex204_r8_caseattrs_abc_g_aig|preserve current source sharing; only expose case exclusivity hints|abc_g_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; only expose case exclusivity hints,tied,1536,16,24576,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,caseattrs current-best source copy; case_statements_annotated=1253; source=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v; evaluate.py exit 0; elapsed 1.018s; yosys abc_g_aig exit 0; elapsed 4.458s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex204,ex204_r8_caseattrs_optfull_aig,ex204|current_source_caseattrs_probe|ex204_r8_caseattrs_optfull_aig|preserve current source sharing; combine case exclusivity hints with opt -full normalization|optfull_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; combine case exclusivity hints with opt -full normalization,equivalent_nonwinning,1569,20,31380,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,caseattrs current-best source copy; case_statements_annotated=1253; source=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v; evaluate.py exit 0; elapsed 1.024s; yosys optfull_aig exit 0; elapsed 4.189s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex204,ex204_r8_range_const_shell_muxclean_aig,ex204|split_special_normal_output_plane|ex204_r8_range_const_shell_muxclean_aig|one sign/exponent range descriptor shell; dense residual remains in current source|muxclean_aig|abc_xf_official_evaluate|unary_r8,one sign/exponent range descriptor shell; dense residual remains in current source,equivalent_nonwinning,1549,17,26333,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,split special/normal output plane with compact constant-key ranges; ranges=3; source=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v; evaluate.py exit 0; elapsed 1.006s; yosys muxclean_aig exit 0; elapsed 4.927s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex204,ex204_r8_descriptor_b10_optfull_aig,ex204|exp_mantissa_bucket_descriptor_overlay|ex204_r8_descriptor_b10_optfull_aig|share descriptor bodies across sign/exponent keys with max-run delay guard|optfull_aig|abc_xf_official_evaluate|unary_r8,share descriptor bodies across sign/exponent keys with max-run delay guard,equivalent_nonwinning,1703,17,28951,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,selected output-bit descriptor overlay with delay guard; bit=10; descriptor_groups=4; max_runs=2; total_runs=515; key_limit=512; source=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v; evaluate.py exit 0; elapsed 1.003s; yosys optfull_aig exit 0; elapsed 4.744s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex205,ex205_r8_flow_optfull_aig,ex205|current_source_frontend_flow_probe|ex205_r8_flow_optfull_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|optfull_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,tied,4425,16,70800,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-r7/ex205/verilog/ex205_r7_flow_optfull_aig.v; evaluate.py exit 0; elapsed 0.953s; yosys optfull_aig exit 0; elapsed 4.939s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex205,ex205_r8_flow_muxclean_aig,ex205|current_source_frontend_flow_probe|ex205_r8_flow_muxclean_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|muxclean_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,equivalent_nonwinning,4451,16,71216,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-r7/ex205/verilog/ex205_r7_flow_optfull_aig.v; evaluate.py exit 0; elapsed 0.999s; yosys muxclean_aig exit 0; elapsed 5.232s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex205,ex205_r8_caseattrs_abc_g_aig,ex205|current_source_caseattrs_probe|ex205_r8_caseattrs_abc_g_aig|preserve current source sharing; only expose case exclusivity hints|abc_g_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; only expose case exclusivity hints,equivalent_nonwinning,4454,16,71264,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,caseattrs current-best source copy; case_statements_annotated=1243; source=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-r7/ex205/verilog/ex205_r7_flow_optfull_aig.v; evaluate.py exit 0; elapsed 0.972s; yosys abc_g_aig exit 0; elapsed 4.540s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex205,ex205_r8_caseattrs_optfull_aig,ex205|current_source_caseattrs_probe|ex205_r8_caseattrs_optfull_aig|preserve current source sharing; combine case exclusivity hints with opt -full normalization|optfull_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; combine case exclusivity hints with opt -full normalization,tied,4425,16,70800,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,caseattrs current-best source copy; case_statements_annotated=1243; source=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-r7/ex205/verilog/ex205_r7_flow_optfull_aig.v; evaluate.py exit 0; elapsed 1.753s; yosys optfull_aig exit 0; elapsed 4.950s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex205,ex205_r8_range_const_shell_muxclean_aig,ex205|split_special_normal_output_plane|ex205_r8_range_const_shell_muxclean_aig|one sign/exponent range descriptor shell; dense residual remains in current source|muxclean_aig|abc_xf_official_evaluate|unary_r8,one sign/exponent range descriptor shell; dense residual remains in current source,equivalent_nonwinning,4451,16,71216,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,split special/normal output plane with compact constant-key ranges; ranges=3; source=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-r7/ex205/verilog/ex205_r7_flow_optfull_aig.v; evaluate.py exit 0; elapsed 1.260s; yosys muxclean_aig exit 0; elapsed 7.178s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex205,ex205_r8_descriptor_b14_optfull_aig,ex205|exp_mantissa_bucket_descriptor_overlay|ex205_r8_descriptor_b14_optfull_aig|share descriptor bodies across sign/exponent keys with max-run delay guard|optfull_aig|abc_xf_official_evaluate|unary_r8,share descriptor bodies across sign/exponent keys with max-run delay guard,equivalent_nonwinning,4504,16,72064,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,selected output-bit descriptor overlay with delay guard; bit=14; descriptor_groups=4; max_runs=2; total_runs=514; key_limit=512; source=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-r7/ex205/verilog/ex205_r7_flow_optfull_aig.v; evaluate.py exit 0; elapsed 1.239s; yosys optfull_aig exit 0; elapsed 6.797s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex205,ex205_r8_descriptor_b15_optfull_aig,ex205|exp_mantissa_bucket_descriptor_overlay|ex205_r8_descriptor_b15_optfull_aig|share descriptor bodies across sign/exponent keys with max-run delay guard|optfull_aig|abc_xf_official_evaluate|unary_r8,share descriptor bodies across sign/exponent keys with max-run delay guard,equivalent_nonwinning,4860,16,77760,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,selected output-bit descriptor overlay with delay guard; bit=15; descriptor_groups=2; max_runs=1; total_runs=512; key_limit=512; source=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-r7/ex205/verilog/ex205_r7_flow_optfull_aig.v; evaluate.py exit 0; elapsed 1.286s; yosys optfull_aig exit 0; elapsed 7.361s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex214,ex214_r8_flow_optfull_aig,ex214|current_source_frontend_flow_probe|ex214_r8_flow_optfull_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|optfull_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,equivalent_nonwinning,337,12,4044,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/verilog/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.v; evaluate.py exit 0; elapsed 0.613s; yosys optfull_aig exit 0; elapsed 16.140s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex214,ex214_r8_flow_muxclean_aig,ex214|current_source_frontend_flow_probe|ex214_r8_flow_muxclean_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|muxclean_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,tied,324,11,3564,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/verilog/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.v; evaluate.py exit 0; elapsed 0.617s; yosys muxclean_aig exit 0; elapsed 21.568s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex214,ex214_r8_caseattrs_abc_g_aig,ex214|current_source_caseattrs_probe|ex214_r8_caseattrs_abc_g_aig|preserve current source sharing; only expose case exclusivity hints|abc_g_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; only expose case exclusivity hints,tied,324,11,3564,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,caseattrs current-best source copy; case_statements_annotated=1; source=student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/verilog/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.v; evaluate.py exit 0; elapsed 0.594s; yosys abc_g_aig exit 0; elapsed 17.755s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex214,ex214_r8_range_const_shell_muxclean_aig,ex214|split_special_normal_output_plane|ex214_r8_range_const_shell_muxclean_aig|one sign/exponent range descriptor shell; dense residual remains in current source|muxclean_aig|abc_xf_official_evaluate|unary_r8,one sign/exponent range descriptor shell; dense residual remains in current source,equivalent_nonwinning,330,12,3960,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,split special/normal output plane with compact constant-key ranges; ranges=4; source=student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/verilog/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.v; evaluate.py exit 0; elapsed 0.596s; yosys muxclean_aig exit 0; elapsed 19.967s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex214,ex214_r8_descriptor_b12_optfull_aig,ex214|exp_mantissa_bucket_descriptor_overlay|ex214_r8_descriptor_b12_optfull_aig|share descriptor bodies across sign/exponent keys with max-run delay guard|optfull_aig|abc_xf_official_evaluate|unary_r8,share descriptor bodies across sign/exponent keys with max-run delay guard,equivalent_nonwinning,444,11,4884,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,selected output-bit descriptor overlay with delay guard; bit=12; descriptor_groups=5; max_runs=2; total_runs=528; key_limit=512; source=student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/verilog/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.v; evaluate.py exit 0; elapsed 0.614s; yosys optfull_aig exit 0; elapsed 16.192s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex215,ex215_r8_flow_optfull_aig,ex215|current_source_frontend_flow_probe|ex215_r8_flow_optfull_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|optfull_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,equivalent_nonwinning,394,12,4728,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/seeds/bf16/ex200_ex219_current/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v; evaluate.py exit 0; elapsed 0.927s; yosys optfull_aig exit 0; elapsed 15.847s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex215,ex215_r8_flow_muxclean_aig,ex215|current_source_frontend_flow_probe|ex215_r8_flow_muxclean_aig|preserve current source sharing; vary only Yosys frontend normalization/mapping script|muxclean_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; vary only Yosys frontend normalization/mapping script,equivalent_nonwinning,423,12,5076,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,current-best source copy; source=student/seeds/bf16/ex200_ex219_current/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v; evaluate.py exit 0; elapsed 0.956s; yosys muxclean_aig exit 0; elapsed 14.030s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-r8,bf16,ex215,ex215_r8_caseattrs_abc_g_aig,ex215|current_source_caseattrs_probe|ex215_r8_caseattrs_abc_g_aig|preserve current source sharing; only expose case exclusivity hints|abc_g_aig|abc_xf_official_evaluate|unary_r8,preserve current source sharing; only expose case exclusivity hints,improved,389,12,4668,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-r8/shared_structure_report.csv,caseattrs current-best source copy; case_statements_annotated=0; source=student/seeds/bf16/ex200_ex219_current/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v; evaluate.py exit 0; elapsed 0.898s; yosys abc_g_aig exit 0; elapsed 10.941s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
