case,domain,agent_id,candidate_id,method_signature,status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_rawexp_grouped_rendered_extra_share_raw,,,1,188,28,5264,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/verilog/ex249_r62_rawexp_grouped_rendered.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/aigs/ex249_ex249_r62_rawexp_grouped_rendered_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_r62_rawexp_grouped_rendered_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_extra_share_raw.abc.log; synth_sec=0.189; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_rawexp_grouped_rendered_abc_g_aig_raw,,,1,172,28,4816,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/verilog/ex249_r62_rawexp_grouped_rendered.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/aigs/ex249_ex249_r62_rawexp_grouped_rendered_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_r62_rawexp_grouped_rendered_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_abc_g_aig_raw.abc.log; synth_sec=0.191; abc_sec=0.000; eval_sec=0.444
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_rawexp_grouped_rendered_synth_preset_raw,,,1,183,29,5307,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/verilog/ex249_r62_rawexp_grouped_rendered.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/aigs/ex249_ex249_r62_rawexp_grouped_rendered_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_r62_rawexp_grouped_rendered_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_synth_preset_raw.abc.log; synth_sec=0.261; abc_sec=0.000; eval_sec=0.441
ex246,float_fp8,sub-fp8-muldiv-r62,ex246_r62_product_class_smallpat_semantic_default,,,1,388,25,9700,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/verilog/ex246_r62_product_class_smallpat_semantic.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/aigs/ex246_r62_product_class_smallpat_semantic_default.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_product_class_smallpat_semantic_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_product_class_smallpat_semantic_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND
ex246,float_fp8,sub-fp8-muldiv-r62,ex246_r62_product_class_smallpat_semantic_synth_preset_aig,,,1,371,24,8904,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/verilog/ex246_r62_product_class_smallpat_semantic.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/aigs/ex246_r62_product_class_smallpat_semantic_synth_preset_aig.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_product_class_smallpat_semantic_synth_preset_aig.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_product_class_smallpat_semantic_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig
ex246,float_fp8,sub-fp8-muldiv-r62,ex246_r62_keybdd_exp_product_default,,,1,377,28,10556,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/verilog/ex246_r62_keybdd_exp_product.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/aigs/ex246_r62_keybdd_exp_product_default.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_keybdd_exp_product_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_keybdd_exp_product_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND
ex246,float_fp8,sub-fp8-muldiv-r62,ex246_r62_keybdd_exp_product_synth_preset_aig,,,1,386,26,10036,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/verilog/ex246_r62_keybdd_exp_product.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/aigs/ex246_r62_keybdd_exp_product_synth_preset_aig.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_keybdd_exp_product_synth_preset_aig.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex246/logs/ex246_r62_keybdd_exp_product_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig
ex247,float_fp8,sub-fp8-muldiv-r62,ex247_r62_selected_bit0_cofactor_default,,,1,566,22,12452,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/verilog/ex247_r62_selected_bit0_cofactor.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/aigs/ex247_r62_selected_bit0_cofactor_default.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_selected_bit0_cofactor_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_selected_bit0_cofactor_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND
ex247,float_fp8,sub-fp8-muldiv-r62,ex247_r62_selected_bit0_cofactor_synth_preset_aig,,,1,538,21,11298,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/verilog/ex247_r62_selected_bit0_cofactor.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/aigs/ex247_r62_selected_bit0_cofactor_synth_preset_aig.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_selected_bit0_cofactor_synth_preset_aig.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_selected_bit0_cofactor_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig
ex247,float_fp8,sub-fp8-muldiv-r62,ex247_r62_qclass_smallpat_nested_den_default,,,1,343,30,10290,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/verilog/ex247_r62_qclass_smallpat_nested_den.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/aigs/ex247_r62_qclass_smallpat_nested_den_default.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_qclass_smallpat_nested_den_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_qclass_smallpat_nested_den_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND
ex247,float_fp8,sub-fp8-muldiv-r62,ex247_r62_qclass_smallpat_nested_den_synth_preset_aig,,,1,309,30,9270,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/verilog/ex247_r62_qclass_smallpat_nested_den.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/aigs/ex247_r62_qclass_smallpat_nested_den_synth_preset_aig.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_qclass_smallpat_nested_den_synth_preset_aig.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-muldiv-r62/ex247/logs/ex247_r62_qclass_smallpat_nested_den_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig
ex285,unknown,sub-unk285-r62,ex285_r62_output_value_cube_cover_abc_g_aig,ex285|mixed_source_structure|output_value_casez_cube_cover|output_grouped_invariant_class_cubes|yosys_internal_abc_g_aig|official_evaluate|full_word_output_value_groups,OK,1,2953,18,53154,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/verilog/ex285_r62_output_value_cube_cover.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/aigs/ex285_r62_output_value_cube_cover_abc_g_aig.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/logs/ex285_r62_output_value_cube_cover_abc_g_aig.evaluate.py.log,yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/logs/ex285_r62_output_value_cube_cover_abc_g_aig.yosys.log; synth_sec=1.431; eval_sec=0.182; frontend/source-only Yosys RTL synthesis with internal abc
ex285,unknown,sub-unk285-r62,ex285_r62_singlepair45_orbit_case_abc_g_aig,ex285|output_grouping_by_invariant_classes|singlepair45_orbit_case|shared_swap45_orbit_descriptor|yosys_internal_abc_g_aig|official_evaluate|full_word_orbit_groups,OK,1,3459,18,62262,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/verilog/ex285_r62_singlepair45_orbit_case.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/aigs/ex285_r62_singlepair45_orbit_case_abc_g_aig.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/logs/ex285_r62_singlepair45_orbit_case_abc_g_aig.evaluate.py.log,yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/logs/ex285_r62_singlepair45_orbit_case_abc_g_aig.yosys.log; synth_sec=1.507; eval_sec=0.181; frontend/source-only Yosys RTL synthesis with internal abc
ex285,unknown,sub-unk285-r62,ex285_r62_nonlin_state_mixed_case_abc_g_aig,ex285|new_nonlinear_routing_state_descriptor|nonlinear_state_mixed_case|shared_popcount_edge_pair_quadrant_predicates|yosys_internal_abc_g_aig|official_evaluate|full_word_collision_local_cases,OK,1,8139,43,349977,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/verilog/ex285_r62_nonlin_state_mixed_case.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/aigs/ex285_r62_nonlin_state_mixed_case_abc_g_aig.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/logs/ex285_r62_nonlin_state_mixed_case_abc_g_aig.evaluate.py.log,yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-unk285-r62/ex285/logs/ex285_r62_nonlin_state_mixed_case_abc_g_aig.yosys.log; synth_sec=13.391; eval_sec=0.190; frontend/source-only Yosys RTL synthesis with internal abc
ex297,unknown,sub-unklarge-r62,ex297_r62_best_screen_blocked_no_candidate,ex297|cyclic_2bit_symbol_high_level_screen|cell_descriptor_residual|adjhist_distance2_local|shared_source_diagnostic_no_synth|abc_xf_truth_diagnostic|cell_outputs,BLOCKED_NO_CANDIDATE,,,,,,,,official evaluate.py not run; best source screen cell_descriptor_residual/adjhist_distance2_local exceptions 3808 vs baseline 67305; current frontend 554958; reference 225900
ex299,unknown,sub-unklarge-r62,ex299_r62_best_screen_blocked_no_candidate,ex299|cyclic_2bit_symbol_high_level_screen|cell_descriptor_residual|adjhist_distance2_local|shared_source_diagnostic_no_synth|abc_xf_truth_diagnostic|cell_outputs,BLOCKED_NO_CANDIDATE,,,,,,,,official evaluate.py not run; best source screen cell_descriptor_residual/adjhist_distance2_local exceptions 30640 vs baseline 302600; current frontend 2317740; reference 1013807
ex297,unknown,sub-unklarge-r62,ex297_r62_adjhist_distance2_shared_default_residual,ex297|cyclic_2bit_symbol_high_level_screen|adjhist_distance2_shared_default_residual|shared_adjacent_distance2_histogram_descriptor_plus_sparse_row_override|yosys_abc_g_AND|abc_xf_official_evaluate|cell_outputs,SYNTH_FAILED,,,,,student/work/frontend_source_parallel_round62_20260613_0907/sub-unklarge-r62/ex297/verilog/ex297_r62_adjhist_distance2_shared_default_residual.v,,student/work/frontend_source_parallel_round62_20260613_0907/sub-unklarge-r62/ex297/logs/ex297_r62_adjhist_distance2_shared_default_residual.evaluate.py.log,official evaluate.py used if synthesis succeeded; no backend portfolio/remap
